url,description
https://bulkbookstore.com/diary-of-a-worm-9780060001506,#1 New York Times Bestseller!
https://bulkbookstore.com/diary-of-a-spider-9780060001537,#1 New York Times Bestseller!
https://bulkbookstore.com/diary-of-a-fly-9780060001568,"This is the diary...of a fly. A fly who, when she's not landing on your head or swimming in your soup, is trying to escape her 327 brothers and sisters who are driving her crazy!"
https://bulkbookstore.com/harold-and-the-purple-crayon-under-the-sea-9780060001780,
https://bulkbookstore.com/a-tree-grows-in-brooklyn-9780060001940,
https://bulkbookstore.com/mildred-and-sam-9780060002008,"Mildred and Sam live in a tiny burrow underneath the daffodil roots. Sam is happy, but Mildred dreams of a bigger house. Will her dream come true?"
https://bulkbookstore.com/on-a-wicked-dawn-9780060002053,
https://bulkbookstore.com/a-gentlemans-honor-9780060002077,"The Season has yet to begin, and the second member of the Bastion Club, tall, handsome Anthony Blake, Viscount Torrington, is already a target for every matchmaking mama in London. None of their flighty daughters can fix his interest, but a certain lady does..."
https://bulkbookstore.com/ignorance-a-novel-9780060002107,A New York Times Notable Book
https://bulkbookstore.com/wallaces-lists-9780060002244,"Wallace, a mouse, could do almost anything. Anything that is, as long as he had a list."
https://bulkbookstore.com/thanksgiving-day-thanks-9780060002367,Laura Malone Elliott and Lynn Munsinger have created another holiday story about the lovable characters from A String of Hearts.
https://bulkbookstore.com/a-book-of-hugs-9780060002732,Puppy hugs
https://bulkbookstore.com/a-book-of-kisses-board-book-9780060002749,"congratulations kisses
I'm sorry kisses
butterfly kisses
good night kisses"
https://bulkbookstore.com/raising-blaze-a-mother-and-sons-long-strange-journey-into-autism-9780060004330,"When you have a child that doesn't fit in, what do you do? Debra Ginsberg knew that her son, Blaze, was unique from the moment he was born in 1987. What she didn't know was that Blaze's differences would be regarded by the outside world not as gifts, but as impediments to social and academic success. Blaze never crawled. He just got up and walked when he turned one. He called his mother 'Zsa Zsa' until he was three. By kindergarten, he loved the music of Miles Davis and Ella Fitzgerald. He fears butterflies and is fascinated by garbage trucks. With the same honesty that made Waiting a success, Raising Blaze: Bringing Up an Extraordinary Son in an Ordinary World chronicles Debra's experience in raising a child who has defied definition by the host of professionals who have sought to label his differences. Ginsberg introduces us to a remarkable child and her own unusual childhood. She writes about a family which shows us the redemptive power of faith, humour and love."
https://bulkbookstore.com/a-peoples-history-of-the-american-revolution-how-common-people-shaped-the-fight-for-independence-9780060004408-1,"A sweeping narrative of the wartime experience, A People's History of the American Revolution is the first book to view the revolution through the eyes of common folk. Their stories have long been overlooked in the mythic telling of America's founding, but are crucial to a comprehensive understanding of the fight for independence. Now, the experiences of farmers, laborers, rank and file soldiers, women, Native Americans, and African Americans -- found in diaries, letters, memoirs and other long-ignored primary sources -- create a gritty account of rebellion, filled with ideals and outrage, loss, sacrifice, and sometimes scurrilous acts...but always ringing with truth."
https://bulkbookstore.com/the-death-artist-9780060004422,
https://bulkbookstore.com/power-plays-win-or-lose-how-historys-great-political-leaders-play-the-game-9780060004446,"Dick Morris is one of the frankest and most incisive political observers in America today. A fiercely intelligent presidential advisor and a popular columnist and political analyst for the Fox News Channel, Morris now brings his brilliant strategic mind to this fascinating survey of the most dramatic political moves in history."
https://bulkbookstore.com/the-neal-pollack-anthology-of-american-literature-the-collected-writings-of-neal-pollack-9780060004538,"Neal Pollack has been the Greatest Living American Writer across six decades, seven continents, and ten wives. He has won the Pulitzer Prize, the Booker Prize, the PEN/Faulkner Award (twice), and the Premio Simon Bolivar for contributions to the people's struggle in Latin America. In 1985, Pollack's writing was declared ""beyond our meager standards"" by the Swedish Academy"
https://bulkbookstore.com/inside-mouse-outside-mouse-9780060004668,"Once there was
an inside mouse and
an outside mouse.
One day they both
went on a trip. They
traveled up, down,
across, around,
through, between,
behind, over, and under,
until they finally met
in the middle.
Hello!"
https://bulkbookstore.com/engaged-to-die-a-death-on-demand-mystery-9780060004705,"When wealthy, widowed art patron Virginia Neville officially announces her engagement to Jake O'Neill -- her handsome, charming, and much younger fiancé -- at a gala gallery opening, not all the gathered friends and stepfamily are pleased. And before the last champagne bubble pops, murder disrupts the grand celebration. Bookstore owner Annie Darling has a vested interest in the investigation, and she's determined to untangle an unholy marriage of jealousy, blackmail, and malicious mischief, even if it means having to cross swords with hubby Max and cross paths with a cruelly clever stalker."
https://bulkbookstore.com/murder-walks-the-plank-a-death-on-demand-mystery-9780060004750,"Annie Darling's murder mystery cruise in the waters off her not-always-idyllic isle of Broward's Rock is going swimmingly -- until one of the revelers plunges overboard. And despite hubby Max's courageous rescue attempt, faux murder turns all too quickly into real-life death. As the body count rises over the next few days, the popular proprietress of the Death on Demand bookstore begins to suspect that all the victims were murdered most foully, and that they are all connected in some unknown way. But what intrepid crime solver Annie does not realize is that the killer she seeks is more ingeniously efficient than most -- and the puzzle she wishes to unravel is, in reality, a time bomb packed with an explosive mix of arson, assault, kidnapping, robbery ... and homicide, naturally."
https://bulkbookstore.com/death-of-the-party-9780060004774,"Britt Barlow is certain her media mogul brother-in-law Jeremiah Addison's fatal tumble a year ago was no accident -- especially since she herself discovered, and disposed of, the trip wire someone had strung across the stairs. Now she's bringing all who were in attendance that weekend back to Golden Silk -- Addison's luxurious secluded island estate -- and inviting two extra guests, Annie and Max Darling, to help uncover a killer."
https://bulkbookstore.com/mrs-mcnosh-hangs-up-her-wash-9780060004798,Mrs. McNosh's wash is certainly big-and definitely wacky. You'll be surprised to see what is hanging on her clothesline by the end of the day!
https://bulkbookstore.com/fanny-a-fiction-9780060004859,"In her fifties, Mrs. Frances Trollope became famous overnight for her book attacking the United States. Twenty-five years later, she sharpens her pen for her most controversial work yet -- the biography of her old friend, the radical and feminist Fanny Wright. She recalls the 1820s when the young Fanny erupted into the Trollopes' sleepy English cottage like a volcano, her red hair flying, her talk aflame with utopian ideals. Before long, Wright convinced her to follow her to America, a journey of extreme penury, frontier hardships, and the most satisfying sensual romance of Frances Trollope's life."
https://bulkbookstore.com/world-gone-by-a-novel-9780060004903,"Dennis Lehane, the New York Times bestselling author of Live by Night—now a Warner Bros. movie starring Ben Affleck—delivers a psychologically, morally complex novel of blood, crime, passion, and vengeance, set in Cuba and Ybor City, Florida, during World War II, in which Joe Coughlin must confront the cost of his criminal past and present."
https://bulkbookstore.com/minnie-and-moo-the-night-of-the-living-bed-9780060005054,"One of the scariest nights of the year turns into one of the funniest! After racing into town on a runaway bed, Minnie and Moo and their fellow farm buddies decide to join the Halloween festivities -- performing hilarious tricks to earn their treats!"
https://bulkbookstore.com/the-day-the-dinosaurs-died-9780060005306-1,A compelling account of how the impact of a giant asteroid may have killed the Earth’s dinosaurs.
https://bulkbookstore.com/one-lighthouse-one-moon-9780060005375,10 Best Illustrated Books of 2000 (NY Times Book Review)
https://bulkbookstore.com/harold-and-the-purple-crayon-dinosaur-days-9780060005412,"Harold loves to read about dinosaurs -- flying dinosaurs, spiky dinosaurs, and the big, long-necked kind. With his trusty purple crayon in hand he goes to visit them."
https://bulkbookstore.com/lirael-daughter-of-the-clayr-9780060005429,
https://bulkbookstore.com/six-wives-the-queens-of-henry-viii-9780060005504,"No one in history had a more eventful career in matrimony than Henry VIII. His marriages were daring and tumultuous, and made instant legends of six very different women. In this remarkable study, David Starkey argues that the king was not a depraved philanderer but someone seeking happiness -- and a son. Knowingly or not, he elevateda group of women to extraordinary heights and changed the way a nation was governed."
https://bulkbookstore.com/agness-final-afternoon-an-essay-on-the-work-of-milan-kundera-9780060005658,"Agnès's Final Afternoon imitates the protagonist of Milan Kundera's novel Immortality on the last afternoon of her life. Like all readers of fiction, Agnès steps out of the world of planned routes, responsibilities, and social self and gives herself up to the discovery of a new landscape, an experience that will transform her. François Ricard's essay enters into the writings of Milan Kundera in much the same way. The landscape he explores includes a chain of ten novels, composed between 1959 and 1999, and two books containing one of the most lucid reflections on the novel."
https://bulkbookstore.com/when-i-was-cool-my-life-at-the-jack-kerouac-school-9780060005672,"First student of the Jack Kerouac School of Disembodied Poetics, Sam Kashner tells with humor and grace his life with the Beats. But the best story is Kashner himself -- the coming-of-age of a young man in the chaotic world of the very idols he hoped to emulate."
https://bulkbookstore.com/the-brewmasters-table-discovering-the-pleasures-of-real-beer-with-real-food-9780060005719,"Winner of the International Association of Culinary Professionals’ Award for Best Cookbook in the Wine, Beer or Spirits category."
https://bulkbookstore.com/play-poker-like-the-pros-the-greatest-poker-player-in-the-world-today-reveals-his-million-dollar-winning-strategies-to-the-most-popular-tournament-home-and-online-games-9780060005726,
https://bulkbookstore.com/the-story-of-the-trapp-family-singers-9780060005771,"With nearly 1,500 Broadway performances, six Tony Awards, more than three million albums sold, and five Academy Awards, The Sound of Music, based on the lives of Maria, the baron, and their singing children, is as familiar to most of us as our own family history. But much about the real-life woman and her family was left untold."
https://bulkbookstore.com/ridin-high-livin-free-hell-raising-motorcycle-stories-9780060006037-1,
https://bulkbookstore.com/how-to-talk-to-your-cat-9780060006228,"Jean Craighead George, Newbery Medal-winning author of over 80 books about nature and animals, demonstrates in words and photos how to communicate with that ever-mysterious, ever-lovable animal -- the cat."
https://bulkbookstore.com/how-to-talk-to-your-dog-9780060006235,"Jean Craighead George, Newbery Medal -- winning author of over 80 books about nature and animals, demonstrates in words and photos how to communicate with your best friend."
https://bulkbookstore.com/a-thousand-pieces-of-gold-growing-up-through-chinas-proverbs-9780060006419-1,
https://bulkbookstore.com/a-perfect-bride-9780060006617,The incomparable USA Today bestseller Samanth James cordially invites you to Regency England for a Sterling affair . . .
https://bulkbookstore.com/a-perfect-hero-9780060006631,Can a perfect scoundrel be the perfect hero?
https://bulkbookstore.com/the-italian-american-reader-9780060006679,"This anthology -- the first general-reader collection of writing by Italian American authors -- is part manifesto, part Sunday dinner. A gathering of voices old and new, some speak in the accents of another age, some completely contemporary and assured, and all together for the first time. To stand with all the other popular media images we represent, now, at last, one exists in written form, the literature of Italian American life."
https://bulkbookstore.com/dresden-tuesday-february-13-1945-9780060006778,"For decades it has been assumed that the Allied bombing of Dresden -- a cultured city famous for its china, chocolate, and fine watches -- was militarily unjustifiable, an act of retribution for Germany's ceaseless bombing of London and other parts of England."
https://bulkbookstore.com/the-agile-gene-how-nature-turns-on-nurture-9780060006792,"Armed with extraordinary new discoveries about our genes, acclaimed science writer Matt Ridley turns his attention to the nature-versus-nurture debate in a thoughtful book about the roots of human behavior."
https://bulkbookstore.com/summerhouse-later-stories-9780060006877,"In nine luminous stories of love and loss, loneliness and hope, Judith Hermann's stunning debut collection paints a vivid and poignant picture of a generation ready and anxious to turn their back on the past, to risk uncertainty in search of a fresh, if fragile, equilibrium. An international bestseller and translated into twelve languages, Summerhouse, Later heralds the arrival of one of Germanys most arresting new literary talents."
https://bulkbookstore.com/dirty-havana-trilogy-a-novel-in-stories-9780060006891,"Banned in Cuba but celebrated throughout the Spanish-speaking world, this picaresque novel in stories chronicles the misadventures of Pedro Juan, a former Cuban journalist living from hand to mouth in the squalor of contemporary Havana, half disgusted and half fascinated by the depths to which he has sunk. Like the lives of so many of his neighbors in the crumbling, once-elegant apartment houses that line Havana's waterfront, Pedro Juan's days and nights have been reduced by the so-called special times -- the harsh recession that followed the Soviet Union's collapse -- to the struggle of surviving the daily grit through the escapist pursuit of sex. Pedro Juan scrapes by under the shadow of hunger -- all the while observing his lovers and friends, strangers on the street, and their suffering with an unsentimental, mocking, yet sympathetic eye."
https://bulkbookstore.com/the-last-alchemist-count-cagliostro-master-of-magic-in-the-age-of-reason-9780060006914,
https://bulkbookstore.com/a-fine-fine-school-9780060007287,"A Fine, Fine School is a delight for kids, with its colorful illustrations and gentle comeuppance for a well-meaning principal who learns that learning outside of school can be just as important as being in school."
https://bulkbookstore.com/a-walk-in-the-rain-with-a-brain-9780060007317,"Each brain finds its own special way -- that's the message in this delightful, colorful story by America's foremost expert on learning and childhood development."
https://bulkbookstore.com/writings-on-an-ethical-life-9780060007447,"Love him or hate him, you certainly can't ignore him. For the past twenty years, Australian philosopher and professor of bioethics Peter Singer has pushed the hot buttons of our collective conscience. In addition to writing the book that sparked the modern animal rights movement, Singer has challenged our most closely held beliefs on the sanctity of human life, the moral obligation's of citizens of affluent nations toward those living in the poorest countries of the world, and much more, with arguments that intrigue as often and as powerfully as they incite."
https://bulkbookstore.com/the-torturers-apprentice-stories-9780060007454,"This brilliant debut collection of stories by O. Henry Award winner John Biguenet is as notable for the rigor of its intellect as for the sweep of its imagination. Whether recounting the predicament of an atheistic stigmatic in ""The Vulgar Soul"" or a medieval torturer who must employ his terrible skills upon his own apprentice in the title tale, these stories decline to settle for ready sentiments or easy assurances."
https://bulkbookstore.com/in-sunlight-in-a-beautiful-garden-a-novel-9780060007577,"In Sunlight, in a Beautiful Garden is the story of a bittersweet romance set against the backdrop of the Johnstown, Pennsylvania, flood -- a tragedy that cost some 2,200 lives when the South Fork Dam burst on Memorial Day weekend, 1889. The dam was the site of a gentlemen's club that attracted some of the wealthiest industrialists of the day -- Henry Clay Frick, Andrew Mellon, and Andrew Carnegie -- and served as a summertime idyll for the families of the rich. In Sunlight, in a Beautiful Garden imagines the lives that were lived, lost, and irreparably changed by a tragedy that could have been averted."
https://bulkbookstore.com/the-friendly-four-9780060007591,THE FRIENDLY FOUR
https://bulkbookstore.com/surviving-hitler-a-boy-in-the-nazi-death-camps-9780060007676,"The life-changing story of a young boy’s struggle for survival in a Nazi-run concentration camp. Narrated in the voice of Holocaust survivor Jack Mandelbaum, this harrowing true story includes black-and-white photos from the archives of the U.S. Holocaust Memorial Museum."
https://bulkbookstore.com/easy-to-love-difficult-to-discipline-the-7-basic-skills-for-turning-conflict-into-cooperation-9780060007751,Learn how to stop policing and pleading and become the parent you want to be.
https://bulkbookstore.com/finding-fish-a-memoir-9780060007782,"Baby Boy Fisher was raised in institutions from the moment of his birth in prison to a single mother. He ultimately came to live with a foster family, where he endured near-constant verbal and physical abuse. In his mid-teens he escaped and enlisted in the navy, where he became a man of the world, raised by the family he created for himself."
https://bulkbookstore.com/the-blackbirder-book-two-of-the-brethren-of-the-coast-9780060007799,"In a blind rage, King James, ex-slave and now Marlowe's comrade in arms, slaughters the crew of a slave ship and makes himself the most wanted man in Virginia. The governor gives Marlowe a choice: Hunt James down and bring him back to hang or lose everything Marlowe has built for himself and his wife, Elizabeth."
https://bulkbookstore.com/unholy-ghost-writers-on-depression-9780060007829,"Unholy Ghost is a unique collection of essays about depression that, in the spirit of William Styron's Darkness Visible, finds vivid expression for an elusive illness suffered by more than one in five Americans today. Unlike any other memoir of depression, however, Unholy Ghost includes many voices and depicts the most complete portrait of the illness. Lauren Slater eloquently describes her own perilous experience as a pregnant woman on antidepressant medication. Susanna Kaysen, writing for the first time about depression since Girl, Interrupted, criticizes herself and others for making too much of the illness. Larry McMurtry recounts the despair that descended after his quadruple bypass surgery. Meri Danquah describes the challenges of racism and depression. Ann Beattie sees melancholy as a consequence of her writing life. And Donald Hall lovingly remembers the ""moody seesaw"" of his relationship with his wife, Jane Kenyon."
https://bulkbookstore.com/ruby-ridge-the-truth-and-tragedy-of-the-randy-weaver-family-9780060007942,"On the last hot day of summer in 1992, gunfire cracked over a rocky knob in northern Idaho, just south of the Canadian border. By the next day three people were dead, and a small war was joined, pitting the full might of federal law enforcement against one well-armed family. Drawing on extensive interviews with Randy Weaver's family, government insiders, and others, Jess Walter traces the paths that led the Weavers to their confrontation with federal agents and led the government to treat a family like a gang of criminals."
https://bulkbookstore.com/for-parents-and-teenagers-dissolving-the-barrier-between-you-and-your-teen-9780060007997,The author of Choice Theory and Reality Therapy offers a powerful approach for helping troubled teens.
https://bulkbookstore.com/beyond-genetics-the-users-guide-to-dna-9780060008017,"Genetic science is about to radically alter our lives. Sooner than you can imagine, human beings will be capable of diagnosing their own illnesses, designating the sex of their children, even designing the food they eat -- all as easily as using a cell phone. Now is the time for every one of us to take control of our DNA, and one man is uniquely qualified to show us how: Glenn McGee, bioethicist at the University of Pennsylvania, pioneer in the study of ""home genetics,"" and the acknowledged wunderkind of the exciting world found at the nexus of life science and computer technology."
https://bulkbookstore.com/judgment-ridge-the-true-story-behind-the-dartmouth-murders-9780060008451,"A riveting investigation of the brutal murders of two Dartmouth professors –– a book that, like In Cold Blood, reveals the chilling reality behind a murder that captivated the nation."
https://bulkbookstore.com/the-earth-dragon-awakes-the-san-francisco-earthquake-of-1906-9780060008468,Over the years the earth has moved many times under San Francisco. But it has been thirty-eight years since the last strong earthquake. People have forgotten how bad it can be. But soon they will remember.
https://bulkbookstore.com/death-in-dublin-a-peter-mcgarr-mystery-9780060008505,"The theft of the Book of Kells -- an exquisite ninth-century amalgam of Christian doctrine and Celtic legend -- from the Trinity College library is, in itself, a most shocking crime. But it is the brutal slaying of a night watchman that throws Peter McGarr of the Dublin Murder Squad into the mix. Forced to share investigative duties equally with a publicity-hungry co-Chief Superintendent, McGarr is soon entangled in a twisted web of murder, thievery, back-biting politics, and dark pagan rituals. And surely more blood will flow as secrets, deceptions, and well-guarded lies come to light -- forcing an intrepid detective to doubt the loyalties of even his closest compatriots -- in a chilling case that threatens to bring about nothing less than the destruction of contemporary Irish society."
https://bulkbookstore.com/democracy-in-america-abridged-edition-9780060008734,The abridged edition of the enduring masterwork—a classic portrait of America's culture and people
https://bulkbookstore.com/the-difference-between-god-and-larry-ellison-god-doesnt-think-hes-larry-ellison-9780060008765,"Larry Ellison started the high-flying tech company Oracle with $1,200 in 1977 and turned it into a billion-dollar Silicon Valley giant. If Bill Gates is the tech world's nerd king, Ellison is its Warren Beatty: racing yachts, buying jets, and romancing beautiful women. His rise to fame and fortune is a tale of entrepreneurial brilliance, ruthless tactics, and a constant stream of half-truths and outright fabrications for which the man and his company are notorious."
https://bulkbookstore.com/dot-con-how-america-lost-its-mind-and-money-in-the-internet-era-9780060008819,"The Internet stock bubble wasn't just about goggle-eyed day traderstrying to get rich on the Nasdaq and goateed twenty-five-year-olds playing wannabe Bill Gates. It was also about an America that believed it had discovered the secret of eternal prosperity: it said something about all of us, and what we thought about ourselves, as the twenty-first century dawned. John Cassidy's Dot.con brings this tumultuous episode to life. Moving from the Cold War Pentagon to Silicon Valley to Wall Street and into the homes of millions of Americans, Cassidy tells the story of the great boom and bust in an authoritative and entertaining narrative. Featuring all the iconic figures of the Internet era -- Marc Andreessen, Jeff Bezos, Steve Case, Alan Greenspan, and many others -- and with a new Afterword on the aftermath of the bust, Dot.con is a panoramic and stirring account of human greed and gullibility."
https://bulkbookstore.com/power-of-10-the-once-a-week-slow-motion-fitness-revolution-9780060008895,Fitness expert Adam Zickerman presents a revolutionary exercise program – slow strength training – that will forever change the way people work out.
https://bulkbookstore.com/until-death-do-us-part-my-struggle-to-reclaim-colombia-9780060008918,"In 2002, Colombian senator, anticorruption crusader, and presidential candidate Ingrid Betancourt was kidnapped by leftist guerrillas. She was their prisoner for more than six years. Until now."
https://bulkbookstore.com/meet-the-beatles-a-cultural-history-of-the-band-that-shook-youth-gender-and-the-world-9780060008932,
https://bulkbookstore.com/dharma-punx-9780060008956,"Fueled by the music of revolution, anger, fear, and despair, we dyed our hair or shaved our heads ... Eating acid like it was candy and chasing speed with cheap vodka, smoking truckloads of weed, all in a vain attempt to get numb and stay numb."
https://bulkbookstore.com/mary-ingalls-on-her-own-9780060009052,"Mary IngalLs lost her sight after a devastating bout of scarlet fever. Now Mary has the opportunity to attend the Iowa College for the Blind, where she will get a fresh start with her education and can learn the skills she needs for an independent future as well."
https://bulkbookstore.com/see-jane-score-9780060009243,"Award–winner and USA Today bestselling author Rachel Gibson's smart, sassy contemporary romances are making her one of the genre's fastest rising stars."
https://bulkbookstore.com/daisys-back-in-town-9780060009250,
https://bulkbookstore.com/how-can-i-forgive-you-the-courage-to-forgive-the-freedom-not-to-9780060009311,"Until now, we have been taught that forgiveness is good for us and that good people forgive. Dr. Spring, a gifted therapist and the award-winning author of After the Affair, proposes a radical, life-affirming alternative that lets us overcome the corrosive effects of hate and get on with our lives—without forgiving. She also offers a powerful and unconventional model for genuine forgiveness—one that asks as much of the offender as it does of us."
https://bulkbookstore.com/depression-fallout-the-impact-of-depression-on-couples-and-what-you-can-do-to-preserve-the-bond-9780060009342,"Using the vivid, poignant and personal stories of the members of a website support group she founded (www.depressionfallout.com), Anne Sheffield, the author of two highly acclaimed books on depression, provides an honest record of what happens to a love relationship once depression enters the picture, and offers solid advice on what the non–depressed partner can do to improve his or her own life and the relationship."
https://bulkbookstore.com/cooking-the-realage-r-way-turn-back-your-biological-clock-with-more-than-80-delicious-and-easy-recipes-9780060009366,The #1 New York Times bestselling author of RealAge® and coauthor of You: The Owner's Manual shows you how to cook your way to a younger you.
https://bulkbookstore.com/the-realage-r-workout-maximum-health-minimum-work-9780060009380,"With his bestselling books, Dr. Michael F. Roizen has helped people reverse their chronological aging by ten, fifteen, and up to twenty-nine years. Now, with The RealAge® Workout, he explains the importance of gradually phasing exercise into your everyday routine, because even the smallest changes in behavior can make you feel, look, and be younger. No matter how busy your schedule, Dr. Michael Roizen will show you how to gain the maximum age-reduction benefits from a minimum amount of time and effort. He'll help you create an exercise program that meets your needs and he'll offer tips on how to actually enjoy—yes, even love—exercise. So get ready to achieve optimal health and be as young as you can be!"
https://bulkbookstore.com/no-lifeguard-on-duty-the-accidental-life-of-the-worlds-first-supermodel-9780060009472,"This book title, No Lifeguard on Duty (The Accidental Life of the World's First Supermodel), ISBN: 9780060009472, by Janice Dickinson, published by HarperCollins (November 10, 2009) is available in paperback. Our minimum order quantity is 25 copies. All standard bulk book orders ship FREE in the continental USA and delivered in 4-10 business days."
https://bulkbookstore.com/the-blitzkrieg-myth-how-hitler-and-the-allies-misread-the-strategic-realities-of-world-war-ii-9780060009779,"A bold reinterpretation of some of the most decisive battles of World War II, showing that the outcomes had less to do with popular new technology than old–fashioned, on–the–ground warfare."
https://bulkbookstore.com/general-patton-a-soldiers-life-9780060009830-1,"General George S. Patton Jr, an inspirational leader and outstanding tactician, has intrigued and confounded his biographers. Utilising untapped archival materials in both the USA and UK, government documents, family papers, and oral histories, Hirshson creates the most balanced portrait of Patton ever written. It reveals Patton as a complex soldier capable of brilliant military manoeuvres but also of inspiring his troops with fiery speeches that resulted in horrendous acts, such as the massacres of Italian civilians. It explains Patton′s belief in a soldier′s Valhalla, connects the family′s wealth to one of America′s bitterest labour strikes, and disputes the usual interpretation of Patton′s relief from command of the Third Army. In investigating this complex man, Hirshson has uncovered surprising material about a series of civilian massacres in Sicily, about the two slapping incidents, about attempts to exploit Patton′s diary after his death, and about Patton′s relations with top Allied generals. Patton emerges as a soldier of great imagination and courage, and his military campaigns make for edge-of-the-seat reading. All the drama of Patton′s life comes alive in this meticulously documented volume."
https://bulkbookstore.com/his-brothers-keeper-one-familys-journey-to-the-edge-of-medicine-9780060010089,
https://bulkbookstore.com/owens-marshmallow-chick-9780060010126,"""My favorite,"" said Owen when he saw the marshmallow chick."
https://bulkbookstore.com/yogilates-r-integrating-yoga-and-pilates-for-complete-fitness-strength-and-flexibility-9780060010270,"Yogilates is the future of fitness. It is the unifying essence of yoga and the powerful, therapeutic value of Pilates fused together into one system. Yogilates gives a more balanced and complete workout than when either discipline is done separately. With regular practice readers will progress safely and quickly to a stronger, more flexible body and a more relaxed state of being. Drawing from his background in sports and dance, Jonathan Urla, a certified Yoga and Pilates instructor, has created original exercises that stimulate and enrich the mind, body, and spirit and is appropriate for people of all ages. Representing a new paradigm in holisitic fitness, Yogilates is perfect for anyone looking to improve their health and well-being."
https://bulkbookstore.com/happy-birthday-to-you-you-belong-in-a-zoo-9780060010294,"That meanie Lewis always teases Gilbert. So why would Lewis invite Gilbert to his birthday party? Gilbert goes to the party armed with a cheerful grin, a brightly wrapped package–and a plan to get even for Lewis's rotten behavior. But this birthday has a much bigger surprise in store for Gilbert..."
https://bulkbookstore.com/miss-lady-birds-wildflowers-how-a-first-lady-changed-america-9780060011079,"Bluebonnets and lady's slippers, larkspurs and blazing stars, black-eyed Susans and Granny's nightcaps."
https://bulkbookstore.com/does-a-kangaroo-have-a-mother-too-spanish-edition-el-canguro-tiene-mama-9780060011109,"This high-quality Spanish-language book can be enjoyed by fluent Spanish speakers as well as those learning the language, whether at home or in a classroom."
https://bulkbookstore.com/the-mexicans-a-personal-portrait-of-a-people-9780060011307,"The Mexicans is a multifaceted portrait of the complex, increasingly turbulent neighbor to our south. It is the story of a country in crisis -- poverty, class tensions, political corruption -- as told through stories of individuals."
https://bulkbookstore.com/the-harlem-hellfighters-when-pride-met-courage-9780060011383,New York Times bestselling author Walter Dean Myers and renowned filmmaker Bill Miles deftly tell the true story of the unsung American heroes of the 369th Infantry Regiment of World War I in The Harlem Hellfighters: When Pride Met Courage.
https://bulkbookstore.com/the-essential-lewis-and-clark-9780060011598,"The journals of Meriwether Lewis and William Clark remain the single most important document in the history of American exploration. Through these tales of adventure, edited and annotated by American Book Award nominee Landon Jones, we meet Indian peoples and see the Great Plains, the Rocky Mountains, and western rivers the way Lewis and Clark first observed them -- majestic, pristine, uncharted, and awe-inspiring."
https://bulkbookstore.com/robert-young-peltons-the-worlds-most-dangerous-places-5th-edition-9780060011604-1,"Robert Young Pelton, a professional adventurer, and his team of international war correspondents have updated this indispensable handbook for the intrepid adventurer-- a ""how-to"" in getting in and out of the world′s hot spots."
https://bulkbookstore.com/the-parables-of-peanuts-9780060011611,"First published in 1968, this contemporary case for vigorous Christian faith -- profusely illustrated by Charles Schulz′s delightful peanuts cartoon strips -- sheds more light on the Christian faith and how it is to be lived than many more ""serious"" theological works, with hundreds of cartoons featuring your favorite peanuts characters Charlie Brown, Lucy, Linus, And of course, Snoopy (including the earliest red baron strips). This book′s wise observations are as timeless as they are timely. ""Short . . .succeeds in making theology enjoyable."" --Christian Century "". . . a real delight from beginning to end. I could not possibly be more pleased."" --Charles Schulz, creator of Peanuts"
https://bulkbookstore.com/republica-de-east-la-la-cuentos-9780060011628,"This book title, Republica de East LA, La (Cuentos), ISBN: 9780060011628, by Luis J. Rodriguez, published by HarperCollins (March 4, 2003) is available in paperback. Our minimum order quantity is 25 copies. All standard bulk book orders ship FREE in the continental USA and delivered in 4-10 business days."
https://bulkbookstore.com/small-town-9780060011918,
https://bulkbookstore.com/annie-between-the-states-9780060012137,Annie's home and heart are divided by the Civil War.
https://bulkbookstore.com/geography-club-9780060012236,"A modern classic about a group of teens discovering sexuality and identity, perfect for fans of Becky Albertalli, Adam Silvera, and David Levithan."
https://bulkbookstore.com/the-violin-maker-a-search-for-the-secrets-of-craftsmanship-sound-and-stradivari-9780060012687,
https://bulkbookstore.com/waxworks-poems-9780060012694,"New terrain is marked in Frieda Hughes's brilliant new collection, Waxworks. In it, Hughes has conceived and created a kind of poetic wax museum. She peoples it with figures from myth and legend, the Bible and world history, the famous and the infamous."
https://bulkbookstore.com/parts-unknown-a-novel-9780060012779,"As a young man, Bill Argus abandoned his wife, their young son, and his family's dairy farm in the Sonoma County hamlet of Pianto. Now sixty-three, the once-famous photographer is overcome with the need to find forgiveness from those he left behind. Journeying back to the small dreary California town, he is disoriented after finding a ragged skeleton of the boyhood farm he remembers, and a family unmoved and indifferent to his return."
https://bulkbookstore.com/a-cooks-tour-global-adventures-in-extreme-cuisines-9780060012786,"From the star of No Reservations, Anthony Bourdain's New York Times-bestselling chronicle of travelling the world in search the globe's greatest cuilnary adventures"
