"182","Jennie","Fields","When I was child, bookstores and libraries were sanctuaries, my invitation to adventure, escape, satisfaction. Wanting to be a part of the action, I wrote my first ‘novel’ when I was six. Years later, my first real book arrived in bookstores.
But it’s taken me until my fifth novel to tackle a topic that’s always called to me: women in science. My mother was trained as a biochemist at the University of Chicago during World War II, and remained at the University afterwards, researching cures for cancer. But as was typical in that era, when she married, she gave up her career to be a wife. She spent the rest of her life aching for science. As a result, science flowed into her cooking, cleaning, our healthcare. She measured, she weighed, she considered, she hypothesized.
My mother’s best friend was her cousin Jean. Walking together to campus each day, they discussed everything. But no matter how many times she asked, Jean refused to tell my mother a single detail about what was going on at the ‘Metallurgical Laboratory’ where she worked. As it turns out, Jean was a clerical worker for the Manhattan Project and stayed true to her oath of secrecy until long after the atom bomb was dropped.
That story of silence stuck with me. And my research revealed there was one female physicist involved in those early Chicago years of the Manhattan Project: Leona Woods, the youngest member of the team. Atomic Love is in no way based on Woods’ life. Still, her presence at that critical time and place in history allowed me to create my main character, Rosalind Porter, a female physicist who is asked to risk love and limb to protect her country.
Adventure. Escape. Satisfaction. I hope you will find these things and more in Atomic Love. 
http://jenniefields.com
https://www.facebook.com/jennie.fields.author/","1"
"186","Ray","Raphael","Ray Raphael is a Senior Research Fellow at Humboldt State University, California. His seventeen books include Founding Myths: Stories That Hide Our Patriotic Past, A People's History of the American Revolution, Mr. President: How and Why the Founders Created a Chief Executive, and most recently Constitutional Myths: What We Get Wrong and How to Get It Right.","1"
"187","Jorge","Cruise","JORGE CRUISE is a 13X New York Times best-selling wellness author with over eight million books in print. He contributes to Good Morning America, The Today Show, Rachael Ray Show, EXTRA TV, LIVE with Kelly and Ryan, The View, Khloe Kardashian’s Revenge Body, First for Women Magazine, and Women’s World Magazine. He is also the creator of Zero Hunger Water and hosts the JORGE CRUISE Podcast with over 125,000 listeners.  Jorge received his Bachelor's degree from the University of California, San Diego (UCSD); fitness credentials from the Cooper Institute for Aerobics Research, the American College of Sports Medicine (ACSM), and the American Council on Exercise (ACE).
Jorge’s health journey catapulted to the next level at the age of 25 after the passing of his dear mother, Gloria. Twelve months later, he appeared on The Oprah Winfrey Show (November 1998). Jorge credits The Oprah Winfrey Show as the launching pad for his career in the public eye. This appearance led to a feature in Oprah Magazine (January 2005 issue) and again in her book, O's Guide to Life. 
Over the years, Jorge has developed a celebrity following of his wellness protocols. These celebrities include President Bill Clinton, Steve Harvey, Jennifer Lopez, Angelina Jolie, Lucy Liu, Kyle Richards, Eva Longoria, Brooke Burke, Tony Robbins, Countess Luann, and Dorinda Medley. ","1"
"188","Jerry","Stahl","Pushcart Prize-winning author Jerry Stahl has written six books, including the memoir Permanent Midnight (made into a film with Ben Stiller and Owen Wilson), and the novels Pain Killers and I, Fatty (optioned by Johnny Depp). Former Culture Columnist for Details, Stahl’s widely anthologized fiction and journalism have appeared in a variety of places, including Esquire, The New York Times, Playboy, The Rumpus, and The Believer. He has also written extensively for film and television, including the highest rated episodes of CSI and, most recently, the HBO film Hemingway & Gelhorn, with Nicole Kidman and Clive Owen.","1"
"191","John","Gray","John Gray, Ph.D. is the #1 bestselling relationship author of all time. He is the author of over 20 books, including The New York Times #1 Best-Selling Relationship Book of All Time: MEN ARE FROM MARS, WOMEN ARE FROM VENUS. His books have sold over 50 million copies in 50 different languages around the world.
John is a leading internationally recognized expert in the fields of communication and relationships. His unique focus is assisting men and women in understanding, respecting and appreciating their differences. John's advice can be easily used to improve relationships at home and in the workplace.
For more than 35 years, John Gray has conducted public and private seminars for thousands of participants. John entertains and inspires audiences with practical communication techniques. John's mission is for men and women to understand, respect, appreciate and work together.
John Gray is a popular speaker on the national and international lecture circuit and often appears on television and radio programs to discuss his work. He has made guest appearances on such shows as Oprah, The Dr. Oz Show, Good Morning America, The Today Show, The CBS Morning Show, Live with Regis, Fox & Friends Weekend, Good Morning New York, Larry King Live, CNN and Company and many others. He has been profiled in major publications across the United States. John Gray lives with his wife and children in Northern California.
Visit www.MarsVenus.com","1"
"196","Nancy Harmon","Jenkins","Nancy Harmon Jenkins is a food writer and journalist with a passionate interest in Mediterranean cultures and cuisines, sustainable agriculture, and farm-to-market connections. She began writing about food in various parts of the Mediterranean in 1975, and has a long list of publications to her credit, including books, magazines, and journalism. Author of a number of highly acclaimed cookbooks, as well as a novel and a study of Ancient Egyptian maritime archeology, she also writes for the Wall Street Journal, the New York Times, Saveur, and Eating Well, among other publications. She has been a staff writer for the New York Times food section, publications director of the American Institute of Wine & Food, and a founding director of Oldways Preservation & Exchange Trust. 
Nancy spends half the year on a rustic farm in the hills outside Cortona, Tuscany, where she makes extra-virgin olive oil from a small orchard she planted; the rest of the time she lives in an enchanting village on the coast of Maine where she was born. In both places she spends a lot of time in the kitchen, playing with food, studying the results, and creating dishes to seduce friends and family. She has never regretted giving up a career as an Egyptologist to focus on food.","1"
"204","Rick","Beyer","Rick Beyer is a best-selling author, award-winning documentary filmmaker, and a long-time history enthusiast. His most recent book, RIVALS UNTO DEATH, traces the thirty year rivalry between Hamilton and Burr that ended with their duel in Weekhawken NJ. 
He is the co-author (with Liz Sayles) of the New York Times bestseller The Ghost Army of World War II: How One Top-Secret Unit Deceived the Enemy with Inflatable Tanks, Sound Effects, and Other Audacious Fakery. It was published by Princeton Architectural Press in April, 2015. 
The book details the story of a top-seccret group of World War II GIs who staged a traveling roadshow of deception on the battlefields of Europe. Beyer also made an award-winning documentary film about the unit, The Ghost Army, which premiered on PBS in 2013. The San Francisco Chronicle called the film “mesmerizing,” while TV Guide referred to it as “entrancing.” 
He has also produced documentary films for The History Channel, A&E, National Geographic, the Smithsonian and others. He is the author of the popular Greatest Stories Never Told series of history books published by Harper Collins, and described by the Chicago Tribune as “an old fashioned sweetshop full of tasty morsels.” He has also worked as a radio reporter, a TV news producer, an ad agency creative director, and a janitor (not in that order).
A graduate of Dartmouth College, Beyer lives in Lexington, Massachusetts, with his wife, Marilyn Rea Beyer. 
""I am a lifelong student of history, I have been interested in it as long as I can remember--probably thanks to my dad, who is also a long time history enthusiast. When I was a boy my parents bought me a set of those Time-Lie history books loaded with heroic color illustrations. They captured my imagination and never let go.""","1"
"213","Noah","Levine","NOAH LEVINE is the author of Dharma Punx, Against The Stream, The Heart of the Revolution and Refuge Recovery, is a Buddhist teacher, author and counselor. He has created a Buddhist approach to addiction recovery called Refuge Recovery, that includes peer lead meetings as well as a professional treatment center. He is also the founding teacher of Against the Stream Buddhist Meditation Society, with centers in Los Angeles and San Francisco and over 20 affiliated groups around North America. He teaches meditation classes, workshops and retreats internationally. Noah holds a Masters degree in counseling psychology and lives in Los Angeles.","1"
"214","Kimberla Lawson","Roby","Kimberla Lawson Roby is a New York Times and USA Today Bestselling Author & Speaker who has published 29 books, including her nonfiction title, THE WOMAN GOD CREATED YOU TO BE: Finding Success Through Faith---Spiritually, Personally, and Professionally; and her novels, Sister Friends Forever, Casting the First Stone, Better Late Than Never, A Christmas Prayer, It’s a Thin Line, and her debut title, Behind Closed Doors, which she originally self-published through her own company. Kimberla’s books have frequented numerous bestseller lists, such as The New York Times, USA Today, The Washington Post, Publishers Weekly, Essence, Black Christian News, Amazon, Barnes & Noble, and many others. She is the recipient of the 2013 NAACP Image Award for Outstanding Literary Work – Fiction and the 2017 SOAR Radio Trailblazer of Honor award, and in 2020, she was named by USA Today as one of the 100 black novelists you should read.
Over the years, Kimberla has spoken to thousands of women at churches, conferences, luncheons, libraries, colleges, and universities where she candidly shares her personal journey—hoping to help women become all that God created them to be. 
Kimberla resides in Illinois with her husband, Will. 
KimRoby.com
Facebook.com/kimberlalawsonroby
Instagram.com/kimberlalawsonroby
Twitter.com/KimberlaLRoby","1"
"221","Ann Scott","Tyson","ANN SCOTT TYSON is a war correspondent with a decade of combat experience, beginning with the invasion of Iraq. She has written for the Christian Science Monitor and the Washington Post and contributed to the Wall Street Journal. A Pulitzer Prize nominee, Tyson is a graduate of Harvard University with an honors degree in government and has studied economics and business at Columbia University. She and Jim Gant are married and live in Seattle, Washington.","1"
"225","William","Glasser","William Glasser, M.D.,is a world-renowned psychatrist who lectures widely. He is the author of many books including Choice Theory, Reality Therapy, The Quality School, and Getting Together and Staying Together, and he is the president of the William Glassner Institute in Los Angeles.","1"
"226","Zachary","Karabell","Zachary Karabell was educated at Columbia, Oxford, and Harvard, where he received his PhD. He is a prolific commentator, both in print and on television, and the author of a dozen previous books, including The Last Campaign, which won the Chicago Tribune's Heartland Prize, and The Leading Indicators. He is also a longtime investor, former financial services executive, and the founder of the Progress Network.","1"
"227","Tirzah","Firestone","Rabbi Dr. Tirzah Firestone is a Jungian psychotherapist, author, and a spiritual leader in the international Jewish Renewal movement. Widely known for her work on Jewish feminism and the modern applications of Jewish mystical wisdom, Firestone teaches nationally on ancestral healing and the common boundary between ancient wisdom traditions and modern psychology.Dr. Firestone's publications include With Roots in Heaven: One Woman's Passionate Journey into the Heart of Her Faith (Plume,1999), The Receiving: Reclaiming Jewish Women’s Wisdom (Harper San Francisco, 2003), Wounds into Wisdom: Healing Intergenerational Jewish Trauma (Monkfish Press, 2019). Drawing from neuroscience, depth psychology, and ancient Jewish sources, her latest work, Wounds into Wisdom, offers a roadmap for people of all backgrounds who wish to break free from limiting historical narratives, seize their power, and transform the future. Wounds into Wisdom received the 2019 Nautilus Gold Award in Psychology. Rabbi Firestone lives with her husband David in the foothills of the Colorado Rocky Mountains. Follow Rabbi Firestone at www.tirzahfirestone.com, on Instagram and Twitter @tirzahfire, and at http://facebook.com/tirzahfire.","1"
"231","Terry","Teachout","I'm the drama critic of the Wall Street Journal, the critic-at-large of Commentary, and the author of ""Duke: A Life of Duke Ellington,"" which will be published in October of 2013. I also blog about the arts at www.terryteachout.com. In addition to the books on this page, I've written a play, ""Satchmo at the Waldorf,"" which was produced in 2012 by Shakespeare & Company of Lenox, Mass., Long Wharf Theatre of New Haven, Conn., and Philadelphia's Wilma Theater, and the libretti for two operas by Paul Moravec, ""The Letter"" and ""Danse Russe."" ""Pops: A Life of Louis Armstrong,"" which came out in 2009, was my first book about music, but I've been listening to jazz ever since my mother told me to come see Satchmo singing ""Hello, Dolly!"" on ""The Ed Sullivan Show"" in 1964, and I was a professional bassist before becoming a full-time writer. Among other things, I've written the liner notes for such albums as Diana Krall's ""All for You,"" Maria Schneider's ""Coming About,"" Karrin Allyson's ""Daydream,"" Marian McPartland's ""Just Friends,"" Luciana Souza's ""Neruda,"" and Roger Kellaway's ""Live at the Jazz Standard.""","1"
"232","Emeril","Lagasse","Emeril Lagasse is the chef/proprietor of 12 restaurants, including three in New Orleans (Emeril’s, NOLA and Emeril’s Delmonico); four in Las Vegas (Emeril’s New Orleans Fish House, Delmonico Steakhouse, Table 10 and Lagasse’s Stadium); two in Orlando (Emeril’s Orlando and Emeril’s Tchoup Chop); and three at the Sands Casino Resort Bethlehem in Pennsylvania (Emeril’s Fish House, Emeril’s Chop House and Burgers And More by Emeril).
As a national TV personality, he has hosted more than 2,000 shows on the Food Network, and is the food correspondent for ABC's ""Good Morning America."" Lagasse has appeared as a guest judge in four seasons of Bravo’s hit food series, “Top Chef,” was named a co-host on the 10th season of the “Rachael Ray Show,” and in January 2016, he entered his fourth season of “Emeril’s Florida” on the Cooking Channel. Lagasse is the best-selling author of 19 cookbooks, the latest, Essential Emeril: Favorite Recipes and Hard-Won Wisdom from My Life in the Kitchen, was released in October 2015.
In 2002, Lagasse established the Emeril Lagasse Foundation to support children’s educational programs that inspire and mentor young people through the culinary arts, nutrition, healthy eating, and important life skills. To date, the Foundation has distributed $7 million in grants benefitting children’s charities in New Orleans, Las Vegas and on the Gulf Coast. In 2013, Lagasse was named the Humanitarian of the Year by the James Beard Foundation for his dedicated efforts to further the culinary arts in America, as well as his philanthropic work supporting children’s educational programs through his Foundation.","1"
"237","Andrew","Smith","BIO
Andrew Smith was born in Greenwich Village, New York, to English parents. A spell living in San Francisco was followed by relocation to the UK, where school classmates at included the artist Dinos Chapman and future Spice Girls/American Idol svengali Simon Fuller - who managed Smith's eighth grade band, but could do nothing to save them. 
After studying philosophy and politics at the University of York, Smith moved to London, where he worked as a van driver, in music stores and as a musician (at one point hilariously failing an audition for The Clash), before finally submitting to his first love, which was writing. 
Starting at the music paper Melody Maker, he moved rapidly to The Face, Guardian, Sunday Times and Observer as a feature writer. Along the way, there were articles on crop circle hoaxers; the ecstasy testers of Amsterdam; the secret world under London and human rights work of Bianca Jagger, not to mention interviews with everyone from Madonna to the architect Richard Rogers, artist Damien Hirst and amazon.com founder Jeff Bezos. 
In 2002, Smith left journalism to write his international bestseller Moondust: in Search of the Men Who Fell to Earth. Describing his search for the nine remaining men who walked on the moon between 1969 and '72, Moondust was nominated for two British Book Awards and chosen by the (London) Times as one of its '100 Best Books of the Noughties'. 
He now divides his time between books and making documentary films. His latest book, Totally Wired: on the Trail of the Great Dotcom Swindle, is about the bizarre rise and fall of the New York web pioneer Josh Harris, published September 2012 by Simon & Schuster in the UK - and on Kindle/ebook in the US.","1"
"256","Stephanie","Laurens","#1 New York Times bestselling author Stephanie Laurens began writing romances as an escape from the dry world of professional science. Her hobby quickly became a career when her first novel was accepted for publication, and with entirely becoming alacrity, she gave up writing about facts in favor of writing fiction.
Laurens's novels are set in the time period of the British Regency, and her settings range from Scotland to India. Laurens has published fifty works of historical romance, including 29 New York Times bestsellers. All her works are continuously available in print and digital formats in English worldwide, and have been translated into many other languages. An international bestseller, among other accolades Laurens has received the Romance Writers of America prestigious RITA Award for Best Romance Novella 2008, for The Fall of Rogue Gerrard.
Her continuing novels featuring the Cynster family are widely regarded as classics of the genre. Other series include the Bastion Club Novels and the Black Cobra Quartet.
Following is a brief autobiography of Stephanie's life before becoming a romance novelist:
My early life was not all that ordinary - I was born in Ceylon (now Sri Lanka) many years ago, at a time when the recently independent British colony still behaved socially very much like an outpost of the British Raj. So I know what ""tiffin"" is. It was a strange society - one that has now died - but I still remember snippets.
At age 5, my family upped stakes and moved permanently to Melbourne, Australia, where they've remained ever since. I did all my schooling in Melbourne, finished university with a Ph.D. in Biochemistry, then moved on, together with my husband, acquired along the way, to London.
Of course, we didn't just hop on a plane and fly. No. We took what proved to be one of the last true overland journeys from Katmandu to London - through northern India and the Ganges valley, up into Kashmir to laze on houseboats on the lake at Srinigar, then through Pakistan and on up the Khyber Pass into Afghanistan (pre-destruction). From Kabul, we continued west, across Iran (then still with the Shah), down to Isfahan, then up to the Caspian Sea, then all the way across Turkey to the ages-old fascination of Istanbul. I still have the most vivid memories of Afghanistan, Iran and Turkey - the most wonderfully dramatic and lonely scenery - places where Nature really impinged on your consciousness. After wandering across Europe, we eventually reached London, after what will undoubtedly rank as the journey of our lives.
In London, I took up a position as a research scientist - and my husband did, too. We lived in a lovely little cottage - a 16th century woodcutter's cottage, complete with 16th century tiles (you can tell by the wooden pegs that hold them on), built onto an oast house (those places with conical roofs where they used to dry hops), surrounded on all sides by the lush green fields of rural Kent. Of course, next door was the protected remains of a 1st century Roman villa, and down the lane was a 14th century castle, still owned by the original family. The main house was now mostly Queen Anne in style, but with some Tudor buildings still remaining.
We spent 4 wonderful years living in England, touring England, France, Spain, Portugal and northern Italy, entirely off the beaten track. Provincial France became a favorite haunt; Portugal was a different sort of paradise. On our return to Australia, we both continued on with scientific research - in my case, in the cancer research field. I remained in cancer research, rising through the ranks to heading my own laboratory...until fate took a hand.
I had read romances since I was 13 - when my mother borrowed Georgette Heyer's romances from a workmate, and I read them after her. These Old Shades was the first one I read - I was hooked for life. In England, I'd had the opportunity to stock up with Regency romances that were never available in the US or Australia - I still have shelves of them. After our return to Australia, one day I literally ran out of books to read. I wanted a new Regency romance - but there were none in the stores. In desperation, I decided to write one - something I'd always had a hankering to do, but never done.
So I did. I just sat down and wrote the story, writing at night and on weekends, primarily to entertain myself. To my surprise, being one of those people who always have craft projects lying around unfinished for years, I actually finished the book - mainly, I suspect, because I wanted to know the end. But there it was - and it didn't seem too bad. Perhaps....
That first manuscript became TANGLED REINS, my first romance - a British Regency romance published by Mills & Boon. Subsequently, I wrote 7 more Regency romances for Mills & Boon.
Somewhere along the line, I faced the fact that the life of a research scientist, certainly at the level I had now reached, had palled. Stress levels were too high. But I now had something else I could do - I could write romances.
So I ""retired"" from scientific life, to more relaxed and fulfilling endeavors, and at much the same time, crossed the Atlantic publishing-wise, and, after some uncertain times, eventually signed on with Avon.
The rest, as they say, is history!
For information on upcoming releases and updates on novels yet to come, visit Stephanie's website at www.stephanielaurens.com or connect with her on Facebook www.facebook.com/AuthorStephanieLaurens
If you'd like to get regular information about upcoming releases or giveaways, sign up for her newsletter at http://www.stephanielaurens.com/newsletter-signup/","1"
"270","Thornton","Wilder","Thornton Wilder (18971975) is an accomplished novelist and playwright whose works, exploring the connection between the commonplace and cosmic dimensions of human experience, continue to be read and produced around the world. His Bridge of San Luis Rey, one of seven novels, won the Pulitzer Prize in 1928, as did two of his four full-length dramas, Our Town (1938) and The Skin of Our Teeth (1943). Wilder's Matchmaker was adapted as the musical Hello, Dolly! He also enjoyed enormous success with many other forms of the written and spoken word, among them teaching, acting, opera, and film. His screenplay for Hitchcock's Shadow of a Doubt (1943) remains a classic psychological thriller to this day. Wilder's many honors include the Gold Medal for Fiction from the American Academy of Arts and Letters, the Presidential Medal of Freedom, and the National Book Committee's Medal for Literature.","1"
"280","Joyce Carol","Oates","Joyce Carol Oates is the author of more than 70 books, including novels, short story collections, poetry volumes, plays, essays, and criticism, including the national bestsellers We Were the Mulvaneys and Blonde. Among her many honors are the PEN/Malamud Award for Excellence in Short Fiction and the National Book Award. Oates is the Roger S. Berlind Distinguished Professor of the Humanities at Princeton University, and has been a member of the American Academy of Arts and Letters since 1978.","1"
"283","Stephen B.","Oates","Stephen B. Oates is the author of sixteen books, including The Approaching Fury; With Malice Toward None: A Life of Abraham Lincoln and Let the Trumpet Sound: A Life of Martin Luther King, Jr., the latter two books winning, respectively, the Christopher Award and the Robert F. Kennedy Memorial Book Award. They have been translated into several languages.
Oates was a consultant and ""talking head"" in Ken Burns's Civil War series on PBS, and is a recipient of the Nevins-Freeman Award of the Chicago Civil War Round Table for lifetime achievement in the field of Civil War studies. A teacher at the University of Massachusetts, Amherst, he is now writing the concluding book of the Voices of Storm trilogy, about the years of Reconstruction, 1865-1877.","1"
"285","Mitch","Albom","Mitch Albom is the author of numerous books of fiction and nonfiction, which have collectively sold more than forty million copies in forty-seven languages worldwide. He has written seven number-one New York Times bestsellers – including TUESDAYS WITH MORRIE, the bestselling memoir of all time, which topped the list for four straight years – award-winning TV films, stage plays, screenplays, a nationally syndicated newspaper column, and a musical. Through his work at the Detroit Free Press, he was inducted into both the National Sports Media Association and Michigan Sports halls of fame and is the recipient of the 2010 Red Smith Award for lifetime achievement. After bestselling memoir FINDING CHIKA and “Human Touch,” the weekly serial written and published online in real-time to raise funds for pandemic relief, his latest work is a return to fiction with THE STRANGER IN THE LIFEBOAT (Harper, November 2021). He founded and oversees SAY Detroit, a consortium of nine different charitable operations in his hometown, including a nonprofit dessert shop and food product line to fund programs for Detroit’s most underserved citizens. He also operates an orphanage in Port-Au-Prince, Haiti, which he visits monthly. He lives with his wife, Janine, in Michigan. Learn more at www.mitchalbom.com, www.saydetroit.org, and www.havefaithaiti.org. ","1"
"295","Janis","Owens","Janis Owens is a novelist, memoirist, folklorist and premier storyteller. She is a native of old Florida, born in Marianna in 1960, the last child and only daughter of an Assembly of God preacher who later became a salesman for the Independent Life Insurance Company. 
She attended the University of Florida, where she was a student of Harry Crews’ Creative Writing Workshop and earned a degree in English with a minor in Southern history. She is the award-winning author of acclaimed novels: My Brother Michael, winner of the Chautauqua South Fiction Award for Best Novel, Myra Sims, The Schooling of Claybird Catts, and her latest, American Ghost (Scribner 2013.) Her essays on Florida life have appeared in the New York Times, Writer’s Digest and many other publications. Author Pat Conroy has called her, “one of the finest novelists of our time.""","1"
"308","Tessa","Dare","Tessa Dare is the New York Times and USA Today bestselling author of more than twenty historical romances. Her books have received numerous accolades, including Romance Writers of America's prestigious RITA® award (twice) and multiple RT Book Reviews Reviewer's Choice Awards. Booklist magazine named her one of the ""new stars of historical romance,"" and her books have been contracted for translation in a dozen languages.
A librarian by training and a booklover at heart, Tessa makes her home in Southern California, where she lives with her husband, their two children, and a trio of cosmic kitties.
More information available at www.TessaDare.com
To sign up for Tessa's email list, please copy and paste this link into your browser:
http://tessadare.com/newsletter-signup/","1"
"323","Laura","Restrepo","Laura Restrepo was born in Bogotá, Colombia. She has written numerous bestselling and prize-winning novels, including Leopard in the Sun, The Angel of Galilea, and Delirium. Her books have been published in over twenty languages.","1"
"326","Isabel","Vincent","Isabel Vincent is an award-winning investigative reporter for The New York Post and the author of four books, including Gilded Lily: Lily Safra, The Making of One of the World's Wealthiest Widows. The book is the unauthorized biography of the international philanthropist, whose fourth husband, the banker Edmond Safra, died in a mysterious fire in Monaco. Isabel spent several years researching her subject in Brazil, where the book has been banned by a local court.
She is also the author of the award-winning Bodies and Souls, which tells the story of impoverished Jewish women from the shtetls of Russia and Poland who were forced into prostitution in South America. Isabel won the National Jewish Book Award (Canada) for her work on Bodies and Souls, which has become a primer for activists fighting against sex trafficking around the world today. Her book on Swiss banks and dormant accounts in the Nazi era -- Hitler's Silent Partners -- was the recipient of the Yad Vashem Award for Holocaust History. Her first book, See No Evil, goes behind the scenes in one of Latin America's biggest kidnapping cases.
Vincent began her career in journalism as a correspondent in Rio de Janeiro, from which she covered Latin America and Africa. She once bought a house in Rocinha, Rio de Janeiro's biggest shantytown, and traveled through the Amazon Rainforest with Avon ladies who peddled perfume and face cream in the world's remotest cosmetics market. She can sing ""Girl from Ipanema"" in Portuguese, and was the last journalist to interview bossa nova's greatest composer, Antonio Carlos Jobim.
Her next book, Dinner With Edward, will soon be available from Algonquin Books.","1"
"335","Tony","Jones","Tony Jones (M.Div., Ph.D.) is an award-winning writer — an outdoorsman, theologian, professor, and author. His most recent book is, DID GOD KILL JESUS? SEARCHING FOR LOVE IN HISTORY'S MOST FAMOUS EXECUTION. He teaches at Fuller Theological Seminary. Tony has written a dozen books on Christian ministry, spirituality, prayer, and new church movements. He lives in Minnesota with his wife, kids, and dogs.","1"
"336","Sebastian","Junger","Sebastian Junger is the #1 New York Times bestselling author of War, The Perfect Storm, Fire, and A Death in Belmont. Together with Tim Hetherington, he directed the Academy Award-nominated film Restrepo, which won the Grand Jury Prize at Sundance. He is a contributing editor to Vanity Fair and has been awarded a National Magazine Award and an SAIS Novartis Prize for journalism. He lives in New York City.","1"
"343","Ursula","K.","Ursula Kroeber Le Guin (US /ˈɜːrsələ ˈkroʊbər ləˈɡwɪn/; born October 21, 1929) is an American author of novels, children's books, and short stories, mainly in the genres of fantasy and science fiction. She has also written poetry and essays. First published in the 1960s, her work has often depicted futuristic or imaginary alternative worlds in politics, the natural environment, gender, religion, sexuality and ethnography.
She influenced such Booker Prize winners and other writers as Salman Rushdie and David Mitchell – and notable science fiction and fantasy writers including Neil Gaiman and Iain Banks. She has won the Hugo Award, Nebula Award, Locus Award, and World Fantasy Award, each more than once. In 2014, she was awarded the National Book Foundation Medal for Distinguished Contribution to American Letters. Le Guin has resided in Portland, Oregon since 1959. 
Bio from Wikipedia, the free encyclopedia.","1"
"349","Ray","Bradbury","In a career spanning more than seventy years, Ray Bradbury, who died on June 5, 2012, at the age of 91, inspired generations of readers to dream, think, and create. A prolific author of hundreds of short stories and close to fifty books, as well as numerous poems, essays, operas, plays, teleplays, and screenplays, Bradbury was one of the most celebrated writers of our time. His groundbreaking works include Fahrenheit 451, The Martian Chronicles, The Illustrated Man, Dandelion Wine, and Something Wicked This Way Comes. He wrote the screen play for John Huston's classic film adaptation of Moby Dick, and was nominated for an Academy Award. He adapted sixty-five of his stories for television's The Ray Bradbury Theater, and won an Emmy for his teleplay of The Halloween Tree. He was the recipient of the 2000 National Book Foundation Medal for Distinguished Contribution to American Letters, the 2004 National Medal of Arts, and the 2007 Pulitzer Prize Special Citation, among many honors.
Throughout his life, Bradbury liked to recount the story of meeting a carnival magician, Mr. Electrico, in 1932. At the end of his performance Electrico reached out to the twelve-year-old Bradbury, touched the boy with his sword, and commanded, ""Live forever!"" Bradbury later said, ""I decided that was the greatest idea I had ever heard. I started writing every day. I never stopped.""","1"
"358","Michael S.","Gazzaniga","Michael S. Gazzaniga is internationally recognized in the field of neuroscience and a pioneer in cognitive research. He is the director of the SAGE Center for the Study of the Mind at the University of California, Santa Barbara. He is the author of many popular science books, including Who’s in Charge? (Ecco, 2011). He has six children and lives in California with his wife.","1"
"365","Barbara","Coloroso","Barbara Coloroso is an international bestselling author and for the past 38 years an internationally recognized speaker and consultant on parenting, teaching, school discipline, positive school climate, bullying, grieving, nonviolent conflict resolution and restorative justice. She has appeared on Oprah, CBS, NBC, ABC, CNN and NPR and has been featured in the New York Times, Time, U.S. News & World Report, Newsweek, and other national and international publications. Her uniquely effective parenting and teaching strategies were developed through her years of training in sociology, special education, and philosophy, as well as field-tested through her experiences as a classroom teacher, laboratory school instructor, university instructor, seminar leader, volunteer in Rwanda, and mother of three grown children. She is the author of four international bestsellers: kids are worth it! Giving Your Child the Gift of Inner Discipline; Parenting Through Crisis--Helping Kids in Times of Loss, Grief and Change; The Bully, the Bullied, and the Bystander--From Pre-School to High School, How Parents and Teachers Can Help Break the Cycle of Violence; and Just Because It's Not Wrong Doesn't Make It Right--From Toddlers to Teens, Teaching Kids to Think and Act Ethically. Barbara's latest book is Extraordinary Evil: A Brief History of Genocide...and Why it Matters. She also has two critically acclaimed video programs Winning at Parenting...without beating your kids and Winning at Teaching...without beating your kids.","1"
"369","Joseph","Wambaugh","Joseph Wambaugh, a former LAPD detective sergeant, is the bestselling author of eighteen prior works of fiction and nonfiction, including The Choirboys and The Onion Field. Tim Rutten of the Los Angeles Times' said, ""Joseph Wambaugh is one of those Los Angeles authors whose popular success always has overshadowed his importance as a writer. Wambaugh is an important writer not simply because he's ambitious and technically accomplished, but also because he 'owns' a critical slice of L.A.'s literary real estate: the Los Angeles Police Department -- not just its inner workings, but also its relationship to the city's political establishment and to its intricately enmeshed social classes. There is no other American metropolis whose civic history is so inextricably intertwined with the history of its police department. That alone would make Wambaugh's work significant, but the importance of his best fiction and nonfiction is amplified by his unequaled ability to capture the nuances of the LAPD's isolated and essentially Hobbesian tribal culture.""
Understandably, then, Wambaugh, who lives in California, is known as the ""cop-author"" with emphasis on the former, since, according to him, most of his fantasies involve the arrest and prosecution of half of California's motorists. Wambaugh still prefers the company of police officers and interviews hundreds of them for story material. However, he is aghast that these days most of the young cops drink iced tea or light beer, both of which he finds exceedingly vile, causing him to obsessively fume with Hamlet that, 'The time is out of joint.' He expects to die in a road rage encounter. For more information please visit www.josephwambaugh.net or www.hollywoodmoon.com.","1"
"378","Luis J.","Rodriguez","The son of Mexican immigrants, Luis J. Rodriguez began writing in his early teens and has won national recognition as a poet, journalist, fiction writer, children's book writer, and critic. Currently working as a peacemaker among gangs on a national and international level, Rodriguez helped create Tia Chucha's Café & Centro Cultural, a multiarts, multimedia cultural center in the Northeast San Fernando Valley.","1"
