id,FirstName,LastName,Biography,PublisherId
417,Paul,Kidby,"Terry Pratchett sold his first story when he was fifteen, which earned him enough money to buy a second-hand typewriter. His first novel, a humorous fantasy entitled The Carpet People, appeared in 1971 from the publisher Colin Smythe. Terry worked for many years as a journalist and press officer, writing in his spare time and publishing a number of novels, including his first Discworld novel, The Color of Magic, in 1983. In 1987 he turned to writing full time, and has not looked back since. To date there are a total of 36 books in the Discworld series, of which four (so far) are written for children. The first of these children's books, The Amazing Maurice and His Educated Rodents, won the Carnegie Medal. A non-Discworld book, Good Omens, his 1990 collaboration with Neil Gaiman, has been a longtime bestseller, and was reissued in hardcover by William Morrow in early 2006 (it is also available as a mass market paperback (Harper Torch, 2006) and trade paperback (Harper Paperbacks, 2006). Terry's latest book, Nation, a non-Discworld standalone YA novel was published in October of 2008 and was an instant New York Times and London Times bestseller. Regarded as one of the most significant contemporary English-language satirists, Pratchett has won numerous literary awards, was named an Officer of the British Empire “for services to literature” in 1998, and has received four honorary doctorates from the Universities of Warwick, Portsmouth, Bath, and Bristol. His acclaimed novels have sold more than 55 million copies (give or take a few million) and have been translated into 36 languages. Terry Pratchett lived in England with his family, and spent too much time at his word processor. Some of Terry's accolades include: The Carnegie Medal, Locus Awards, the Mythopoetic Award, ALA Notable Books for Children, ALA Best Books for Young Adults, Book Sense 76 Pick, Prometheus Award and the British Fantasy Award.",1
579,Patricia,Wells,"Patricia Wells is a journalist, author, and teacher who runs a popular cooking school—At Home with Patricia Wells—in Paris and Provence. Salad As A Meal is her twelfth book. She won the James Beard Award for The Provence Cookbook, Patricia Wells at Home in Provence, and Simply French. Also nominated for Beard Awards were Vegetable Harvest and The Paris Cookbook. With her husband, Walter, she is also the author of We've Always Had Paris . . . and Provence. The French government has honored her as a Chevalier de l'Ordre des Arts et des Lettres, recognizing her contribution to French culture. A former New York Times reporter, she is the only foreigner and only woman to serve as restaurant critic for a major French publication, L'Express. For more than twenty-five years she was the global restaurant critic for the International Herald Tribune.",1
583,Susan,Forward,"Susan Forward, PhD is the author of the #1 New York Times best sellers ""Men Who Hate Women and the Women Who Love Them"" and ""Toxic Parents"" as well as numerous other books including ""Obsessive Love,"" ""Money Demons,"" ""Emotional Blackmail,"" ""When Your Lover Is a Liar,"" ""Toxic In-Laws"" and ""Betrayal of Innocence."" Her newest book, ""Mothers Who Can't Love,"" launches nationally on October 1, 2013.
In addition to her success as an author her, Susan is one of the nation's leading psychotherapists, a dynamic lecturer and highly sought after talk-show guest including having hosted her own ABC Talk Radio show for six years. In addition to her private practice, she has served as a therapist, instructor and consultant for many Southern California psychiatric and medical facilities.
Through her books, therapy practice, lectures and media appearances, Susan's groundbreaking work has opened up exciting new worlds of confidence, inner strength and emotional independence for countless women and men.
To learn more about Susan, please visit her website at www.SusanForward.com or like her on Facebook at www.facebook.com/SusanForwardPhD",1
233,Stuart J.,Murphy,"Author of the MathStart series (63 books - see full list at mathstart.net) and I See I Learn series (16 books—see full list at iseeilearn.com)I was one of those kids who talked all the time in class. I loved telling stories. One day in the 4th Grade, my teacher said, “You tell such good stories, maybe you should try writing some of them down.” “Wow,” I thought. “She thinks my stories are good.” That’s when I started to really enjoy writing.I was also the class artist. When I wasn’t talking, I was drawing. When I was older, I studied art at the Rhode Island School of Design. That’s where I became interested in visual learning—how we decode and acquire information from graphs, charts, diagrams, models, illustrations and other images.I became especially interested in educational publishing and have worked on the development of over a dozen major textbook programs, championing visual learning strategies from Pre-K through high school in every major curriculum area.MATHSTART (mathstart.net) The inspiration to write math stories for children was sparked by my work on a high school mathematics program. Visual learning strategies helped teens, who had been characterized as “reluctant learners,” understand difficult math concepts. Putting math in the context of stories based on their experiences made them feel more comfortable with abstract concepts. They actually became eager to apply math to real-life problems.If this approach worked for older students, I began to wonder what might happen if younger children were introduced to math this way!Even before children can read - or speak many words - they can interpret visual information with ease. The MathStart books (HarperCollins) use simple stories coupled with diagrams, graphs and other visual models to teach everything from probability and pattern recognition to area, capacity and negative numbers.The Best Bug Parade, (comparing sizes) was my very first published book. It was absolutely thrilling to see my name in print! I never expected that one day there would 63 MathStart books, split over three levels for ages Pre-K to Grade 4.Each book includes two pages of review and activities designed to help teachers and parents extend learning beyond the story, along with suggestions of related books by other authors. After all, if a child enjoys learning math through stories, then let’s have more stories!THE MAIN STREET KIDS CLUB: A MATHSTART MUSICAL (MainStreetKidsClub.com) Now get out your dancing shoes–there is a musical based on six of the MathStart books! The Main Street Kids’ Club, was workshopped at Northwestern University and adapted by Scott Ferguson, who also created the perennially popular production of School House Rock Live!The songs are terrific. The math is spot on. And the club motto makes my heart sing: “Math Skills are Life Skills!”I SEE I LEARN (iseeilearn.com)My latest series of books is focused on young children—Preschool and Kindergarten age.I See I Learn books (Charlesbridge) teach social, emotional, health and safety, and cognitive skills, such as how to make friends, build confidence, play safely, work together, manage emotions, and make plans. These skills are important for school readiness and for living happy, healthy, productive lives.The stories “star” a wonderful bunch of friends who live in See-and-Learn City and attend Ready Set Pre-K. The cast includes Freda, Percy, Emma, Ajay, Camille, and Carlos. And, of course, Pickle, the green bull dog—who happens to have a soft-spot for butterflies—and Miss Cathy, their teacher.I See I Learn stories are modeled on real-life situations and, just as in real-life, often involve more than one skill. For example, Freda Plans a Picnic is about sequencing, a cognitive skill, but the picnic itself is a social event. Percy Plays It Safe focuses on playground safety skills, but playing successfully in a group also requires self-regulation, an emotional skill.Each book is reviewed by a team of experts, whose backgrounds include early childhood education, cognitive psychology and children’s museums. The stories are also developed to align with and support Core Curriculum State Standards.Each I See I Learn book includes a special two-page section called A Closer Look, designed to help parents, teachers and caregivers review key points with their children.WHERE STORIES COME FROMPeople always ask me how I come up with my stories. The answer is simple: I talk to a lot of children! I have particularly close relationships with three of the characters in my books: Jack from MathStart's Jack the Builder, Maddie of Mighty Maddie and I See I Learn's Camille, are named after my grandchildren. No matter how big the real Jack, Maddie, and Camille grow to be, I can always pick up a book and see them flying a spaceship, wearing a pretty super-hero cape and building a sand castle at the beach with friends.Pictures and words. Stories and books. Learning and life!— Stuart",1
200,Frank,Remkiewicz,"Author of the MathStart series (63 books - see full list at mathstart.net) and I See I Learn series (16 books—see full list at iseeilearn.com)I was one of those kids who talked all the time in class. I loved telling stories. One day in the 4th Grade, my teacher said, “You tell such good stories, maybe you should try writing some of them down.” “Wow,” I thought. “She thinks my stories are good.” That’s when I started to really enjoy writing.I was also the class artist. When I wasn’t talking, I was drawing. When I was older, I studied art at the Rhode Island School of Design. That’s where I became interested in visual learning—how we decode and acquire information from graphs, charts, diagrams, models, illustrations and other images.I became especially interested in educational publishing and have worked on the development of over a dozen major textbook programs, championing visual learning strategies from Pre-K through high school in every major curriculum area.MATHSTART (mathstart.net) The inspiration to write math stories for children was sparked by my work on a high school mathematics program. Visual learning strategies helped teens, who had been characterized as “reluctant learners,” understand difficult math concepts. Putting math in the context of stories based on their experiences made them feel more comfortable with abstract concepts. They actually became eager to apply math to real-life problems.If this approach worked for older students, I began to wonder what might happen if younger children were introduced to math this way!Even before children can read - or speak many words - they can interpret visual information with ease. The MathStart books (HarperCollins) use simple stories coupled with diagrams, graphs and other visual models to teach everything from probability and pattern recognition to area, capacity and negative numbers.The Best Bug Parade, (comparing sizes) was my very first published book. It was absolutely thrilling to see my name in print! I never expected that one day there would 63 MathStart books, split over three levels for ages Pre-K to Grade 4.Each book includes two pages of review and activities designed to help teachers and parents extend learning beyond the story, along with suggestions of related books by other authors. After all, if a child enjoys learning math through stories, then let’s have more stories!THE MAIN STREET KIDS CLUB: A MATHSTART MUSICAL (MainStreetKidsClub.com) Now get out your dancing shoes–there is a musical based on six of the MathStart books! The Main Street Kids’ Club, was workshopped at Northwestern University and adapted by Scott Ferguson, who also created the perennially popular production of School House Rock Live!The songs are terrific. The math is spot on. And the club motto makes my heart sing: “Math Skills are Life Skills!”I SEE I LEARN (iseeilearn.com)My latest series of books is focused on young children—Preschool and Kindergarten age.I See I Learn books (Charlesbridge) teach social, emotional, health and safety, and cognitive skills, such as how to make friends, build confidence, play safely, work together, manage emotions, and make plans. These skills are important for school readiness and for living happy, healthy, productive lives.The stories “star” a wonderful bunch of friends who live in See-and-Learn City and attend Ready Set Pre-K. The cast includes Freda, Percy, Emma, Ajay, Camille, and Carlos. And, of course, Pickle, the green bull dog—who happens to have a soft-spot for butterflies—and Miss Cathy, their teacher.I See I Learn stories are modeled on real-life situations and, just as in real-life, often involve more than one skill. For example, Freda Plans a Picnic is about sequencing, a cognitive skill, but the picnic itself is a social event. Percy Plays It Safe focuses on playground safety skills, but playing successfully in a group also requires self-regulation, an emotional skill.Each book is reviewed by a team of experts, whose backgrounds include early childhood education, cognitive psychology and children’s museums. The stories are also developed to align with and support Core Curriculum State Standards.Each I See I Learn book includes a special two-page section called A Closer Look, designed to help parents, teachers and caregivers review key points with their children.WHERE STORIES COME FROMPeople always ask me how I come up with my stories. The answer is simple: I talk to a lot of children! I have particularly close relationships with three of the characters in my books: Jack from MathStart's Jack the Builder, Maddie of Mighty Maddie and I See I Learn's Camille, are named after my grandchildren. No matter how big the real Jack, Maddie, and Camille grow to be, I can always pick up a book and see them flying a spaceship, wearing a pretty super-hero cape and building a sand castle at the beach with friends.Pictures and words. Stories and books. Learning and life!— Stuart",1
264,Tobias,Wolff,"Tobias Wolff was born in Birmingham, Alabama, and grew up in Washington State. He attended Oxford University and Stanford University, where he now teaches English and creative writing. He has received the Story Prize, both the Rea Award and PEN/Malamud Award for excellence in the short story, the Los Angeles Times Book Award, and the PEN/Faulkner Award.",1
449,Peggy,Parish,"The late Peggy Parish, well known for her stories about Amelia Bedelia, wrote many popular books for children, including Dinosaur Time, illustrated by Arnold Lobel. ""I hate reading but your books are changing my opinion."" This letter, from a young Peggy Parish fan, comes as no surprise to the teachers and librarians who have put her books in the hands of children over the years. Ms. Parish wrote nearly three dozen children's books-many of which include her most famous character, the literal-minded maid named Amelia Bedelia.Peggy Parish knew what children like to read. After graduating from the University of South Carolina with a degree in English, she taught school in Oklahoma, Kentucky, and, for over 15 years, at the well-known, progressive Dalton School in New York City. It was at Dalton that she began to find ways to release her creative ideas and energy, Though she never took a writing course, ""writing stories for children came naturally."" Her first book, published in 1961, was followed with Let's Be Indians and in 1963 with her unforgettable Amelia Bedelia.Always involved with education in some way, Peggy Parish did television pieces on preschool education and children's books, wrote children's book review columns, and led numerous in-service training workshops for teachers. In discussing her ideas about education, she said, ""Children's rights are taken away from them when they enter school. What I try to show teachers is that all the skills needed to read can be taught outside of textbooks. Today's children are not going to read what they are not interested in. And if a positive attitude toward reading is not developed during the first three years of school, it is virtually impossible to develop it later.""After living in New York for many years, Peggy Parish returned to her native South Carolina. She died in November, 1988. But Ameila Bedelia did not die. Peggy Parish's nephew, Herman Parish, has written Good Driving, Amelia Bedelia and Bravo, Amelia Bedelia!, published by Greenwillow Books in 1995 and 1997 respectively.",1
390,Lynn,Sweat,"The late Peggy Parish, well known for her stories about Amelia Bedelia, wrote many popular books for children, including Dinosaur Time, illustrated by Arnold Lobel. ""I hate reading but your books are changing my opinion."" This letter, from a young Peggy Parish fan, comes as no surprise to the teachers and librarians who have put her books in the hands of children over the years. Ms. Parish wrote nearly three dozen children's books-many of which include her most famous character, the literal-minded maid named Amelia Bedelia.Peggy Parish knew what children like to read. After graduating from the University of South Carolina with a degree in English, she taught school in Oklahoma, Kentucky, and, for over 15 years, at the well-known, progressive Dalton School in New York City. It was at Dalton that she began to find ways to release her creative ideas and energy, Though she never took a writing course, ""writing stories for children came naturally."" Her first book, published in 1961, was followed with Let's Be Indians and in 1963 with her unforgettable Amelia Bedelia.Always involved with education in some way, Peggy Parish did television pieces on preschool education and children's books, wrote children's book review columns, and led numerous in-service training workshops for teachers. In discussing her ideas about education, she said, ""Children's rights are taken away from them when they enter school. What I try to show teachers is that all the skills needed to read can be taught outside of textbooks. Today's children are not going to read what they are not interested in. And if a positive attitude toward reading is not developed during the first three years of school, it is virtually impossible to develop it later.""After living in New York for many years, Peggy Parish returned to her native South Carolina. She died in November, 1988. But Ameila Bedelia did not die. Peggy Parish's nephew, Herman Parish, has written Good Driving, Amelia Bedelia and Bravo, Amelia Bedelia!, published by Greenwillow Books in 1995 and 1997 respectively.",1
38,Eric,Carle,"Eric Carle is acclaimed and beloved as the creator of brilliantly illustrated and innovatively designed picture books for very young children. His best-known work, The Very Hungry Caterpillar, has eaten its way into the hearts of literally millions of children all over the world and has been translated into more than 62 languages and sold over 41 million copies. Since the Caterpillar was published in 1969, Eric Carle has illustrated more than 70 books, many best sellers, most of which he also wrote.Carle says: ""With many of my books I attempt to bridge the gap between the home and school. To me home represents, or should represent; warmth, security, toys, holding hands, being held. School is a strange and new place for a child. Will it be a happy place? There are new people, a teacher, classmates - will they be friendly? I believe the passage from home to school is the second biggest trauma of childhood; the first is, of course, being born. Indeed, in both cases we leave a place of warmth and protection for one that is unknown. The unknown often brings fear with it. In my books I try to counteract this fear, to replace it with a positive message. I believe that children are naturally creative and eager to learn. I want to show them that learning is really both fascinating and fun.""Eric Carle has two grown-up children, a son and a daughter. He divides his time between the Florida Keys and the hills of North Carolina.For more information about Eric Carle and his books please visit:The Official Eric Carle web site: http://www.eric-carle.comEric Carle's Blog: http://www.ericcarleblog.blogspot.com The Eric Carle Museum of Picture Book Art: http://www.carlemuseum.org The World of Eric Carle Amazon UK page: https://www.amazon.co.uk/l/1658013031Eric Carle is acclaimed and beloved as the creator of brilliantly illustrated and innovatively designed picture books for very young children. His best-known work, The Very Hungry Caterpillar, has eaten its way into the hearts of literally millions of children all over the world and has been translated into more than 62 languages and sold over 41 million copies. Since the Caterpillar was published in 1969, Eric Carle has illustrated more than 70 books, many best sellers, most of which he also wrote.Carle says: ""With many of my books I attempt to bridge the gap between the home and school. To me home represents, or should represent; warmth, security, toys, holding hands, being held. School is a strange and new place for a child. Will it be a happy place? There are new people, a teacher, classmates - will they be friendly? I believe the passage from home to school is the second biggest trauma of childhood; the first is, of course, being born. Indeed, in both cases we leave a place of warmth and protection for one that is unknown. The unknown often brings fear with it. In my books I try to counteract this fear, to replace it with a positive message. I believe that children are naturally creative and eager to learn. I want to show them that learning is really both fascinating and fun.""Eric Carle has two grown-up children, a son and a daughter. He divides his time between the Florida Keys and the hills of North Carolina.For more information about Eric Carle and his books please visit:The Official Eric Carle web site: http://www.eric-carle.comEric Carle's Blog: http://www.ericcarleblog.blogspot.com The Eric Carle Museum of Picture Book Art: http://www.carlemuseum.org The World of Eric Carle Amazon UK page: https://www.amazon.co.uk/l/1658013031",1
404,Georgia,Byng,"Georgia Byng grew up outside Winchester, in England, near the river Itchen, with three naughty brothers and a sister. Her dad was nature loving and her mum was very encouraging and warm. The nearby country lane with its many cottages was somewhere Georgia first found out about characters, for it was teeming with them, and she used to interview them. Otherwise she would try to sell these neighbours things she had made. As a child she loved acting and so at 18 went to The Central School of Speech and Drama in London. After college she began to paint and write. She had always written poems and songs but now she started writing stories. Her first were in comic strip, a medium that she worked with for five years. The Sock Monsters was her first published book in 1995 - a comic strip story for 5 - 7 year olds. Georgia lives in a house in London full of old and new art, as her husband is the conceptual artist Marc Quinn. Marc keeps all sorts of strange things in the fridge - once he had to keep a Canadian frog in there as it was hibernating and had to be kept cold. They and their family, Tiger (17), Lucas (6) and Sky (2) love to travel, their favorite destination being India.",1
98,Aerosmith,,"Stephen Davis is America's preeminent rock journalist and biographer, having written numerous bestsellers on rock bands, including the smash hit Hammer of the Gods. He lives in Boston.",1
459,Stephen,Davis,"Stephen Davis is America's preeminent rock journalist and biographer, having written numerous bestsellers on rock bands, including the smash hit Hammer of the Gods. He lives in Boston.",1
23,Charles,Bukowski,"Charles Bukowski is one of America's best-known contemporary writers of poetry and prose, and, many would claim, its most influential and imitated poet. He was born in Andernach, Germany, and raised in Los Angeles, where he lived for fifty years. He published his first story in 1944, when he was twenty-four, and began writing poetry at the age of thirty-five. He died in San Pedro, California, on March 9, 1994, at the age of seventy-three, shortly after completing his last novel, Pulp (1994).",1
47,Tom,Franklin,"I was born in the hamlet of Dickinson, Alabama, which has a population of around 400 and is about half-white, half-black. I attended Dickinson Baptist Church for a while. I grew up a nonhunter in a hunting household, and I liked writing, drawing, and reading. I am the first member of my family to finish college. When I turned 18, we moved to Mobile, and my father, a mechanic, opened a shop there. I went to the University of South Alabama, but I got such bad grades that my father told me he wasn't going to pay anymore. From there, I got jobs in a warehouse, at a plant that made sandblasting grit, and finally with an engineering firm, which sent me to a chemical plant where I spent years cleaning up hazardous waste. All through these jobs, I took classes at the University of South Alabama, paying my own tuition as I went, and finally discovering creative writing classes. I worked in my late twenties, finishing my BA and beginning my MA, in a hospital in Mobile, and also tutoring in the university's writing lab. From there, I got a job teaching at Selma University, an historical all-black Baptist college. I was neither black nor Baptist (not anymore) and was, usually, the only white person on campus. I taught six classes one semester, six different classes, and five the next. I also finished my comprehensive exams for my MA, finished my thesis (a short story collection), and worked on my foreign language proficiency exam. I'd published a few short stories and won third prize in the Playboy College Fiction Contest (around 1991), and so I decided to pursue writing as a career. I applied to several MFA programs and wound up, fortunately, at the University of Arkansas. There I met my wife, poet Beth Ann Fennelly. We got married at the end of that four-year-long program, and around the same time, I sold my first book, Poachers, and the idea for Hell at the Breech, to William Morrow. We lived apart that first year of marriage—it was hard getting teaching jobs in the same city—but moved to Galesburg, Illinois, where my wife got a job teaching at Knox College. I won the Philip Roth Residency at Bucknell University in Lewisburg, Pennsylvania, and moved there for one semester. After that, we decided no more living apart. I taught at Knox for a year, during which we had our first child, Claire. Then I was offered the John and Renee Grisham Chair in Creative Writing in Oxford, Mississippi. We moved there, planning to return to Galesburg, but never have. Beth Ann was offered a job at Ole Miss, and they named me an ongoing writer-in-residence—and there we remain to this day. Our second child, Thomas Gerald Franklin III (I'm Junior) was born in Oxford in 2005. We love Oxford and hope never to leave.",1
321,Pedro,Martin,"Author of the MathStart series (63 books - see full list at mathstart.net) and I See I Learn series (16 books—see full list at iseeilearn.com)I was one of those kids who talked all the time in class. I loved telling stories. One day in the 4th Grade, my teacher said, “You tell such good stories, maybe you should try writing some of them down.” “Wow,” I thought. “She thinks my stories are good.” That’s when I started to really enjoy writing.I was also the class artist. When I wasn’t talking, I was drawing. When I was older, I studied art at the Rhode Island School of Design. That’s where I became interested in visual learning—how we decode and acquire information from graphs, charts, diagrams, models, illustrations and other images.I became especially interested in educational publishing and have worked on the development of over a dozen major textbook programs, championing visual learning strategies from Pre-K through high school in every major curriculum area.MATHSTART (mathstart.net) The inspiration to write math stories for children was sparked by my work on a high school mathematics program. Visual learning strategies helped teens, who had been characterized as “reluctant learners,” understand difficult math concepts. Putting math in the context of stories based on their experiences made them feel more comfortable with abstract concepts. They actually became eager to apply math to real-life problems.If this approach worked for older students, I began to wonder what might happen if younger children were introduced to math this way!Even before children can read - or speak many words - they can interpret visual information with ease. The MathStart books (HarperCollins) use simple stories coupled with diagrams, graphs and other visual models to teach everything from probability and pattern recognition to area, capacity and negative numbers.The Best Bug Parade, (comparing sizes) was my very first published book. It was absolutely thrilling to see my name in print! I never expected that one day there would 63 MathStart books, split over three levels for ages Pre-K to Grade 4.Each book includes two pages of review and activities designed to help teachers and parents extend learning beyond the story, along with suggestions of related books by other authors. After all, if a child enjoys learning math through stories, then let’s have more stories!THE MAIN STREET KIDS CLUB: A MATHSTART MUSICAL (MainStreetKidsClub.com) Now get out your dancing shoes–there is a musical based on six of the MathStart books! The Main Street Kids’ Club, was workshopped at Northwestern University and adapted by Scott Ferguson, who also created the perennially popular production of School House Rock Live!The songs are terrific. The math is spot on. And the club motto makes my heart sing: “Math Skills are Life Skills!”I SEE I LEARN (iseeilearn.com)My latest series of books is focused on young children—Preschool and Kindergarten age.I See I Learn books (Charlesbridge) teach social, emotional, health and safety, and cognitive skills, such as how to make friends, build confidence, play safely, work together, manage emotions, and make plans. These skills are important for school readiness and for living happy, healthy, productive lives.The stories “star” a wonderful bunch of friends who live in See-and-Learn City and attend Ready Set Pre-K. The cast includes Freda, Percy, Emma, Ajay, Camille, and Carlos. And, of course, Pickle, the green bull dog—who happens to have a soft-spot for butterflies—and Miss Cathy, their teacher.I See I Learn stories are modeled on real-life situations and, just as in real-life, often involve more than one skill. For example, Freda Plans a Picnic is about sequencing, a cognitive skill, but the picnic itself is a social event. Percy Plays It Safe focuses on playground safety skills, but playing successfully in a group also requires self-regulation, an emotional skill.Each book is reviewed by a team of experts, whose backgrounds include early childhood education, cognitive psychology and children’s museums. The stories are also developed to align with and support Core Curriculum State Standards.Each I See I Learn book includes a special two-page section called A Closer Look, designed to help parents, teachers and caregivers review key points with their children.WHERE STORIES COME FROMPeople always ask me how I come up with my stories. The answer is simple: I talk to a lot of children! I have particularly close relationships with three of the characters in my books: Jack from MathStart's Jack the Builder, Maddie of Mighty Maddie and I See I Learn's Camille, are named after my grandchildren. No matter how big the real Jack, Maddie, and Camille grow to be, I can always pick up a book and see them flying a spaceship, wearing a pretty super-hero cape and building a sand castle at the beach with friends.Pictures and words. Stories and books. Learning and life!— Stuart",1
399,Arnold,Lobel,"Arnold Lobel (1933-1987) was the award-winning author and illustrator of many beloved children's books, including the classic I Can Read books about Frog and Toad, and the Caldecott Medal winning Fables.Arnold Lobel (1933-1987) was the award-winning author and illustrator of many beloved children's books, including the classic I Can Read books about Frog and Toad, and the Caldecott Medal winning Fables.",1
446,Barbara,Bottner,"Barbara Bottner has written about 50 books for children of all ages. In May, her first YA novel in free verse, I Am Here Now is coming out from Macmillan (Imprint) She's written a NY Times Bestseller, as well as staffed prime time sit-com, sold screenplays, published essays and short stories in both national and literary magazines and reviewed children's books for both the NY and LA Sunday Book Review. Many of her works have been multiply translated and animated, and adapted for short plays. When she was an animator, she won ""Best Film For TV"" from the Annecy International Animation Festival. When very young, she briefly appeared on stage and in Europe with La Mama Plexus and in television movies. She teaches writing for children privately but won The Distinguished University Teaching Award from The New School For Social Research. Her papers are collected in the Arne Nixon Center for Children's Literature at Fresno State. Former students include: Lane Smith, Robin Preiss Glaser, Peggy Rathmann, Bruce Degen, Barney Saltsburg and Antoinette Portis.She feels blessed to have a passion that seems to stick with her no matter how the larger world goes out of control.",1
53,Olof,Landstrom,"Barbara Bottner has written about 50 books for children of all ages. In May, her first YA novel in free verse, I Am Here Now is coming out from Macmillan (Imprint) She's written a NY Times Bestseller, as well as staffed prime time sit-com, sold screenplays, published essays and short stories in both national and literary magazines and reviewed children's books for both the NY and LA Sunday Book Review. Many of her works have been multiply translated and animated, and adapted for short plays. When she was an animator, she won ""Best Film For TV"" from the Annecy International Animation Festival. When very young, she briefly appeared on stage and in Europe with La Mama Plexus and in television movies. She teaches writing for children privately but won The Distinguished University Teaching Award from The New School For Social Research. Her papers are collected in the Arne Nixon Center for Children's Literature at Fresno State. Former students include: Lane Smith, Robin Preiss Glaser, Peggy Rathmann, Bruce Degen, Barney Saltsburg and Antoinette Portis.She feels blessed to have a passion that seems to stick with her no matter how the larger world goes out of control.",1
178,Gerald,Kruglik,"Barbara Bottner has written about 50 books for children of all ages. In May, her first YA novel in free verse, I Am Here Now is coming out from Macmillan (Imprint) She's written a NY Times Bestseller, as well as staffed prime time sit-com, sold screenplays, published essays and short stories in both national and literary magazines and reviewed children's books for both the NY and LA Sunday Book Review. Many of her works have been multiply translated and animated, and adapted for short plays. When she was an animator, she won ""Best Film For TV"" from the Annecy International Animation Festival. When very young, she briefly appeared on stage and in Europe with La Mama Plexus and in television movies. She teaches writing for children privately but won The Distinguished University Teaching Award from The New School For Social Research. Her papers are collected in the Arne Nixon Center for Children's Literature at Fresno State. Former students include: Lane Smith, Robin Preiss Glaser, Peggy Rathmann, Bruce Degen, Barney Saltsburg and Antoinette Portis.She feels blessed to have a passion that seems to stick with her no matter how the larger world goes out of control.",1
488,Debra,Ginsberg,"A lifelong lover of books, Debra Ginsberg waited tables for over twenty years to support her other career as a writer, resulting in her first book, ""Waiting: The True Confessions of a Waitress."" She is also the author of the critically acclaimed memoirs, ""Raising Blaze: A Mother and Son's Long, Strange Journey Into Autism"" and ""About My Sisters."" Debra went on to write the novels, ""Blind Submission,"" ""The Grift,"" a New York Times Notable Book for 2008 and winner of the Southern California Independent Booksellers Award for Best Mystery, and ""The Neighbors Are Watching."" Her most recent novel is ""What the Heart Remembers.""For more information, visit Debra at www.debraginsberg.com",1
125,Ray,Raphael,"Ray Raphael is a Senior Research Fellow at Humboldt State University, California. His seventeen books include Founding Myths: Stories That Hide Our Patriotic Past, A People's History of the American Revolution, Mr. President: How and Why the Founders Created a Chief Executive, and most recently Constitutional Myths: What We Get Wrong and How to Get It Right.",1
285,Dick,Morris,"Dick Morris served as Bill Clinton's political consultant for twenty years. A regular political commentator on Fox News and other networks, he is the author of six New York Times bestsellers (all with Eileen McGann) and one Washington Post bestseller.",1
402,Carolyn,Hart,"If you love Topper and Blithe Spirit, celebrate Christmas with It's a Wonderful Life, and live to laugh, please join the Late Bailey Ruth Raeburn, Heaven's irrepressible sleuth, on the Rescue Express October 1 In GHOST GONE WILD. Bailey Ruth returns to earth to help a scruffy but lovable 20-something-video-game inventor who has lots of money and just as many enemies. Bailey Ruth foils a shooting, but discovers her Heavenly supervisor has no idea she's on earth and this time she may never make it back to Heaven! DEAD, WHITE AND BLUE is the 23rd in the Death on Demand series. Annie Darling insists a woman can't disappear without a trace but a sultry siren walks into the pines on the Fourth of July and no one has seen her since.For more about Carolyn's books and comments, please visit her website at www.CarolynHart.com  Carolyn writes the Death on Demand series set in a mystery bookstore on a South Carolina sea island and the Bailey Ruth Raeburn series featuring a lively redheaded ghost.  Carolyn is also the author of several WWII novels, including ESCAPE FROM PARIS which is mewly available this month from Seventh Street Books. Escape from Paris is the story of two sisters who defy the Gestapo to help British fliers avoid capture.  In Ghost at Work, Bailey Ruth returns to earth to help someone in trouble. She moves a body, investigates a murder, saves a marriage, prevents a suicide, and--in a fiery finale--rescues a child who knows too much. In Merry, Merry Ghost, Bailey Ruth protects a little boy from danger. In Ghost in Trouble, Bailey Ruth tries to corral a wilful woman determined to play hunt-the-killer. Ghost Gone Wild puts Bailey Ruth at risk of never returning to Heaven. Letter from Home, a WWII novel set on the home front, received the Agatha Award for Best Mystery of 2003. It was nominated for a Pulitzer Prize by the Oklahoma Center for Poets and Writers. Thirteen-year-old Gretchen Gilman is working for the small-town newspaper during the hot summer of 1944. Murder occurs on the street where she lives, forever changing her life and the lives of those involved. Hart was one of 10 mystery authors featured at the National Book Festival on the Mall in Washington, DC, in 2003 for Letter from Home and again in 2007 for Set Sail for Murder, 7th in the Henrie O series. In Set Sail for Murder (new in paperback March 2008), Henrie O joins a troubled family on a Baltic cruise and death is an unwelcome passenger. Hart has been nominated 9 times for the Agatha Award for Best Novel and has won 3 times. In 2007 she received the Lifetime Achievement Award at Malice Domestic. She will be the International Guest of Honor at Bloody Words in Toronto on June 6-8, 2008. Hart is a native of Oklahoma City, a journalism graduate of the University of Oklahoma, and a former president of Sisters in Crime. She is also a member of Authors Guild, Mystery Writers of America, the International Association of Crime Writers, and American Crime Writers League.",1
21,Sarah,Weeks,"Sarah Weeks is the author of more than 50 books for young readers including So B. It, Pie, Honey, Save Me a Seat and Glamourpuss. Her poignant bestselling novel, SO B IT has been adapted for the big screen. The movie, starring Alfre Woodard, Jessica Collins, Dash Mihok and introducing Talitha Bateman will be released on October 6th, 2017. Follow the movie on Facebook at So B. It Film.IF YOU LOVED THE BOOK, YOU'LL LOVE THE MOVIEMs Weeks lives in Nyack New York, and is available for author visits. Visit her at www.sarahweeks.com/photo by Mike Avazanno",1
