ISBN,biography
9780060096649,"I've written in recent years about World War II and unsung heroes of the war who deserve more recognition for their valor, for their patriotism and basic decency. I was inspired by personal history -- my dad was a U.S. Navy officer during the War and never talked much about it. These books are in part a quest to understand what the war was like for the young men and women who faced danger and an uncertain future.
 FREEDOM LINE: An American bomber pilot is shot down over occupied Europe in 1943 and evades capture with the help of a group of young women and men, out to resist the Nazis;
THE POPE'S LAST CRUSADE: an American Jesuit journalist answers Pope Pius XI's call in a last-ditch effort to challenge Hitler, Mussolini and antisemitism;
 MACARTHUR'S SPIES: An American singer caught in the Philippines at the start of World War II spies on Japanese officers from her sultry Manila night club.
My most recent book, written with Michael D'Antonio, is a departure, back to my journalist roots. Why: I'm still in search of patriotism and basic decency. We live in dangerous times.
Have a look: The Shadow President, The Truth About Mike Pence. Available from Thomas Dunne Books/St. Martins.
A Kirkus starred review:
""Award-winning, veteran journalists collaborate on a well-researched and moderately toned yet searing biography of Vice President Mike Pence (b. 1959) ... Producing a biography of a living, controversial politician is always difficult. D’Antonio and Eisner have succeeded in this well-documented, damning book. Cue the outrage from Sean Hannity et al."""
9780060096663,"Jack Sacco was born and raised in Birmingham, Alabama, and educated at the University of Notre Dame, where he earned a degree in engineering. 
He is the author of ""Where the Birds Never Sing,"" ""Above the Treetops,"" ""The Resurrection Sequence,"" and ""In Sheep's Clothing."" 
He is the winner of the Alabama Library Association's 2005 Nonfiction Award for ""Where the Birds Never Sing."" Past winners include Harper Lee for ""To Kill a Mockingbird"" and Walker Percy for ""The Second Coming."" In addition, scholars of the Holocaust have also been enthusiastic in their praise. ""Where the Birds Never Sing"" has been endorsed by the Simon Wiesenthal Center and the Museum of Tolerance in Los Angeles. 
An accomplished public speaker, Jack Sacco has lectured at the University of Notre Dame, Yale University, the University of Texas, and others, as well as libraries, conferences, and special gatherings throughout the US and abroad. He has also been the featured speaker at Maissau Castle in Vienna, Austria, where he addressed heads of the Royal Families of Europe, including the Habsburgs, the Liechtensteins, and the Luxembourgs."
9780060096687,
9780060096762,"One of America's premier food experts, Bruce Weinstein's training began at Johnson and Wales Culinary Institute. He then worked as an advertising creative director specializing in food and drink clients such as Lea and Perrins, Bols, Bacardi, and José Cuervo. This culinary/creative expertise led to his first book, Frozen Drinks With or Without the Buzz (Clarkson Potter, 1997).
  The Ultimate Ice Cream Book soon followed in 1999, published by Morrow, and has sold over 250,000 copies to date. The ice cream title was the impetus for his best-selling ""ultimate"" series that now includes The Ultimate Party Drink Book (2000), The Ultimate Candy Book (2000), The Ultimate Shrimp Book (2002), The Ultimate Brownie Book (2002), The Ultimate Potato Book (2003), The Ultimate Muffin Book (2004), The Ultimate Chocolate Cookie Book (2004), The Ultimate Frozen Dessert Book (2005), and The Ultimate Peanut Butter Book (2005). 
 In March, 2007, HarperCollins brought out his magnum opus: The Ultimate Cook Book: 900 New Recipes, Thousands of Ideas. Chosen as a main selection of the Book of the Month Club this title has been touted by the likes of Jacques Pepin and Bette Midler. January 2009 saw the publication of Pizza: Grill It, Bake It, Love It, followed by Cooking Know-How, a technique driven cookbook by John Wiley in April, 2009. This book won the Gourmand International Cook Book award for best American cook book in the easy recipe category. 
 Along the way, other titles include Cooking for Two (2004), a new way to cook for American's burgeoning small households, as well as Grilling Essentials (2002) for the Cooking Club of America, The Stonewall Kitchen Cookbook (2001), and Dr. Phil's Weight Loss Solution Cookbook (2004).
 In 2010 Bruce will have three new books published. Stewart Tabori, and Chang will publish Ham: An Obsession With The Hind Quarter in March then publish Bruce's first knitting book, Knits Men Want, in April. In May Simon & Schuster will publish REAL FOOD HAS CURVES - a 7-step plan to get off processed food.I'm a memoirist (although I'm not sure I still know what that means), as well as the writing half of a NYTimes bestselling cookbook team (with Bruce Weinstein, my husband and the chef in our duo). Once upon a time, I was an academic, working in nineteenth century American literature, teaching in Austin Writing slowly overtook my life. I started providing content for a little start-up called AOL, started writing screenplays for actors, and chucked it all to move to New York. These days, Bruce and I find our peace on ten acres in rural New England with two collies. My memoir, BOOKMARKED: HOW THE GREAT WORKS OF WESTERN LITERATURE F*CKED UP MY LIFE was just published. And we've got Instant Pot books galore, including the forthcoming INSTANT POT BIBLE: COPYCAT RECIPES, due out this fall."
9780060096793,
9780060096878,
9780060096892,
9780060097028,"William Steig (1907–2003) published his first children’s book, Roland the Minstrel Pig, in 1968, and received the Caldecott Medal for Sylvester and the Magic Pebble (978-1416902065) in 1970. His works also include The Amazing Bone, a Caldecott Honor Book, and Abel’s Island and Doctor De Soto, both Newbery Honor Books. His most recent books published by Farrar, Straus and Giroux are Shrek! (released by DreamWorks as a major motion picture) and Wizzil, illustrated by Quentin Blake. School Library Journal named Shrek! a Best Book of 1990 and said of it, ""Steig's inimitable wit and artistic dash have never been sharper or more expertly blended.""William Steig (1907–2003) published his first children’s book, Roland the Minstrel Pig, in 1968, and received the Caldecott Medal for Sylvester and the Magic Pebble (978-1416902065) in 1970. His works also include The Amazing Bone, a Caldecott Honor Book, and Abel’s Island and Doctor De Soto, both Newbery Honor Books. His most recent books published by Farrar, Straus and Giroux are Shrek! (released by DreamWorks as a major motion picture) and Wizzil, illustrated by Quentin Blake. School Library Journal named Shrek! a Best Book of 1990 and said of it, ""Steig's inimitable wit and artistic dash have never been sharper or more expertly blended."""
9780060097653,"Naomi Shihab Nye, poet, essayist, anthologist, has been a recipient of writing fellowships from the Lannan Foundation, the Guggenheim Foundation and the Witter Bynner Foundation/Library of Congress. Author of more than twenty volumes, her recent books inc"
9780060097745,
9780060097950,
9780060099008,Jill Churchill has won the Agatha and Macavity Mystery Readers Awards and was nominated for an Anthony Award for her bestselling Jane Jeffry series. She is also the author of the highly acclaimed Grace and Favor mysteries and lives in the Midwest.
9780060099053,
9780060099091,
9780060099114,"Samuel Ligon is the author of two novels—Among the Dead and Dreaming, and Safe in Heaven Dead—and two collections of stories, Wonderland, illustrated by Stephen Knezovich, and Drift and Swerve. He's co-editor, with Kate Lebo, of Pie & Whiskey: Writers Under the Influence of Butter & Booze—an anthology of prose and poetry inspired by their popular reading series.
Ligon's stories have appeared in Georgia Review, Prairie Schooner, Post Road, New England Review, The Quarterly, Gulf Coast, Alaska Quarterly Review, and elsewhere. He edits the journal Willow Springs, teaches at Eastern Washington University in Spokane, and is Artistic Director of the Port Townsend Writers’ Conference."
9780060099138,"Carolyn Forché is an American poet, memoirist, editor, and translator. Her books of poetry are Blue Hour, The Angel of History, The Country Between Us, and Gathering the Tribes. Her newest poetry collection, In the Lateness of the World, is forthcoming from Penguin Press in 2020. In 2013, Forché received the Academy of American Poets Fellowship given for distinguished poetic achievement. In 2017, she became one of the first two poets to receive the Windham-Campbell Prize. She is a University Professor at Georgetown University. Forché lives in Maryland with her husband, the photographer Harry Mattison."
9780060099145,
9780060099206,
9780060099435,"When I was child, bookstores and libraries were sanctuaries, my invitation to adventure, escape, satisfaction. Wanting to be a part of the action, I wrote my first ‘novel’ when I was six. Years later, my first real book arrived in bookstores.
But it’s taken me until my fifth novel to tackle a topic that’s always called to me: women in science. My mother was trained as a biochemist at the University of Chicago during World War II, and remained at the University afterwards, researching cures for cancer. But as was typical in that era, when she married, she gave up her career to be a wife. She spent the rest of her life aching for science. As a result, science flowed into her cooking, cleaning, our healthcare. She measured, she weighed, she considered, she hypothesized.
My mother’s best friend was her cousin Jean. Walking together to campus each day, they discussed everything. But no matter how many times she asked, Jean refused to tell my mother a single detail about what was going on at the ‘Metallurgical Laboratory’ where she worked. As it turns out, Jean was a clerical worker for the Manhattan Project and stayed true to her oath of secrecy until long after the atom bomb was dropped.
That story of silence stuck with me. And my research revealed there was one female physicist involved in those early Chicago years of the Manhattan Project: Leona Woods, the youngest member of the team. Atomic Love is in no way based on Woods’ life. Still, her presence at that critical time and place in history allowed me to create my main character, Rosalind Porter, a female physicist who is asked to risk love and limb to protect her country.
Adventure. Escape. Satisfaction. I hope you will find these things and more in Atomic Love. 
http://jenniefields.com
https://www.facebook.com/jennie.fields.author/"
9780060184957,
9780060185053,"Norman Van Aken is known internationally for introducing ""fusion"" into the lexicon of modern cookery and considered to be the founding father of New World Cuisine. He is the only Floridian inducted into the prestigious James Beard list of “Who’s Who in American Food and Beverage”.
Van Aken is a James Beard semi-finalist for “Best Chef in America” and his namesake restaurant NORMAN’S, was nominated as a finalist for “Best Restaurant in America.”
Van Aken has penned five previous cookbooks and a memoir, ""No Experience Necessary, The Culinary Odyssey of Norman Van Aken"", which was nominated for the IACP/Julia Child Award.
In 2016 he opened a restaurant in partnership with the Modernism Museum, “1921 by Norman Van Aken” in Mount Dora, Florida. He is partnered with Candace Walsh at “In the Kitchen with Norman Van Aken”, a cooking school in Miami as well as the Chef-Parter of ""Three"" a fine dining restaurant in the Wynwood Arts District in Miami and also ""No. 3 Social"" the roof-deck lounge there. He is the Chef-Founder of NORMAN’S at the Ritz-Carlton, Grande Lakes, Orlando which opened in 2003.
He has appeared on television from CNN’s “Parts Unknown” with Anthony Bourdain to “Jimmy Kimmel Live.” He hosts of “A Word on Food” a radio show on NPR.
His new book, “Norman Van Aken’s Florida Kitchen” is published by University Press of Florida. 
~~~
“Norman Van Aken is the Walt Whitman of American Cuisine” --- Charlie Trotter"
9780060185350,"Emeril Lagasse is the chef/proprietor of 12 restaurants, including three in New Orleans (Emeril’s, NOLA and Emeril’s Delmonico); four in Las Vegas (Emeril’s New Orleans Fish House, Delmonico Steakhouse, Table 10 and Lagasse’s Stadium); two in Orlando (Emeril’s Orlando and Emeril’s Tchoup Chop); and three at the Sands Casino Resort Bethlehem in Pennsylvania (Emeril’s Fish House, Emeril’s Chop House and Burgers And More by Emeril).
As a national TV personality, he has hosted more than 2,000 shows on the Food Network, and is the food correspondent for ABC's ""Good Morning America."" Lagasse has appeared as a guest judge in four seasons of Bravo’s hit food series, “Top Chef,” was named a co-host on the 10th season of the “Rachael Ray Show,” and in January 2016, he entered his fourth season of “Emeril’s Florida” on the Cooking Channel. Lagasse is the best-selling author of 19 cookbooks, the latest, Essential Emeril: Favorite Recipes and Hard-Won Wisdom from My Life in the Kitchen, was released in October 2015.
In 2002, Lagasse established the Emeril Lagasse Foundation to support children’s educational programs that inspire and mentor young people through the culinary arts, nutrition, healthy eating, and important life skills. To date, the Foundation has distributed $7 million in grants benefitting children’s charities in New Orleans, Las Vegas and on the Gulf Coast. In 2013, Lagasse was named the Humanitarian of the Year by the James Beard Foundation for his dedicated efforts to further the culinary arts in America, as well as his philanthropic work supporting children’s educational programs through his Foundation."
9780060188702,
9780060188733,"Ann Patchett is the author of six novels, including Bel Canto, which won the Orange Prize for Fiction. She writes for the New York Times Magazine, Elle, GQ, the Financial Times, the Paris Review and Vogue. She lives in Nashville, Tennessee."
9780060192587,
9780060193393,
9780060194116,
9780060196479,
9780060196516,"Nancy Harmon Jenkins is a food writer and journalist with a passionate interest in Mediterranean cultures and cuisines, sustainable agriculture, and farm-to-market connections. She began writing about food in various parts of the Mediterranean in 1975, and has a long list of publications to her credit, including books, magazines, and journalism. Author of a number of highly acclaimed cookbooks, as well as a novel and a study of Ancient Egyptian maritime archeology, she also writes for the Wall Street Journal, the New York Times, Saveur, and Eating Well, among other publications. She has been a staff writer for the New York Times food section, publications director of the American Institute of Wine & Food, and a founding director of Oldways Preservation & Exchange Trust. 
Nancy spends half the year on a rustic farm in the hills outside Cortona, Tuscany, where she makes extra-virgin olive oil from a small orchard she planted; the rest of the time she lives in an enchanting village on the coast of Maine where she was born. In both places she spends a lot of time in the kitchen, playing with food, studying the results, and creating dishes to seduce friends and family. She has never regretted giving up a career as an Egyptologist to focus on food."
9780060197063,"Patricia Gaffney began her writing career with the publication of Sweet Treason, a historical romance set in revolutionary Scotland. Eleven romance novels later, she tried something different--The Saving Graces, a story of women's friendships, that ended up spending 17 weeks on the New York Times Bestsellers List.
Circle of Three, Flight Lessons, and The Goodbye Summer followed, all bestsellers that established Gaffney as a premier mainstream fiction writer.
Her new book is Mad Dash, the story of a happy marriage in trouble. It's due out in Spring 2008.
Gaffney, who lives in Pennsylvania with her husband, is currently at work on a novel about a man who changes his life when he finds out he's dying--then finds out he isn't. Working title: On Second Thought."
9780060197865,
9780060198794,"NICK MALGIERI, former Executive Pastry Chef at Windows on the World and 1996 inductee into Who's Who of Food and Beverage in America, is currently director of the baking program at the Institute of Culinary Education. The author of nine other cookbooks, including the James Beard winner How to Bake and the IACP/Julia Child Cookbook award-winner Chocolate, Nick's recipes have been published widely, including in The New York Times, The Chicago Tribune, The Washington Post, Food & Wine, Gourmet, and Bon Appetit. He is a contributing editor of Dessert Professional and writes a monthly column for Tribune Media Services. Nick has appeared on national morning shows and local television throughout the United States, as well Food Network and Martha Stewart. Visit him online at www.nickmalgieri.com"
9780060199135,"I grew up in New York City and Levittown, New York. In 1965, I graduated from the American University in Washington, D.C., with a bachelor's degree in government. I spent 1965 to 1967 in Liberia, West Africa, as a Peace Corps volunteer, graduated from New York University School of Law in 1970 as a night student. I went nights and worked as a junior high teacher in the South Bronx to support myself. My first job following law school was a clerkship with Herbert M. Schwab, the chief judge of the Oregon Court of Appeals, and from 1972 until 1996, I was in private practice, specializing in criminal defense at the trial and appellate levels. As an appellate attorney I have appeared before the United States Supreme Court, the United States Court of Appeals for the Ninth Circuit, the Oregon Supreme Court, and the Oregon Court of Appeals. As a trial attorney, I handled all sorts of criminal cases in state and federal court, and have represented approximately thirty people charged with homicide, several of whom faced the death penalty. I was the first Oregon attorney to use battered women's syndrome to defend a woman accused of murdering her spouse.
Since 1996, I have been writing full-time. All of my novels have been bestsellers. Heartstone, my first novel, was nominated by the Mystery Writers of America for an Edgar for best original paperback mystery of 1978. My second novel, The Last Innocent Man, was made into an HBO movie. Gone, But Not Forgotten has been sold to more than twenty-five foreign publishers and was made into a miniseries starring Brooke Shields. It was also the Main Selection of the Literary Guild. After Dark was a Book of the Month Club selection. The Burning Man, my fifth novel, published in August 1996, was the Main Selection of the Literary Guild and a Reader's Digest condensed book. My sixth novel, The Undertaker's Widow, was published in 1998 and was a Book of the Month Club selection. Wild Justice (HarperCollins, September 2000) was a Main Selection of the Literary Guild, a selection of the Book of the Month Club, and was nominated for an Oregon Book Award. The Associate was published by HarperCollins in August 2001, and Ties that Bind was published by HarperCollins in March 2003. My tenth novel, Sleeping Beauty, was published by HarperCollins on March 23, 2004. Lost Lake was published by HarperCollins in March 2005 and was nominated for an Oregon Book Award. Proof Positive was published by HarperCollins in July 2006. Executive Privilege was published by HarperCollins in May 2008 and in 2009 was given the Spotted Owl Award for the Best Northwest Mystery. Fugitive was published by HarperCollins on June 2, 2009. Willamette Writers gave me the 2009 Distinguished Northwest Writers Award. My latest novel, Supreme Justice, was published by HarperCollins in May 2010. My next novel, Capitol Murder, will come out in April 2012.
On October 11, 2011, HarperCollins will publish Vanishing Acts, my first Young Adult novel, which I wrote with my daughter, Ami Margolin Rome. Also in October, the short story ""The Case of the Purloined Paget,"" which I wrote with my brother, Jerry, will be published by Random House in the anthology A Study in Sherlock.
In addition to my novels, I have published short stories and nonfiction articles in magazines and law journals. My short story ""The Jailhouse Lawyer"" was selected for the anthology The Best American Mystery Stories 1999. The House on Pine Terrace was selected for the anthology The Best American Mystery Stories 2010. 
From 1996 to 2009 I was the president and chairman of the Board of Chess for Success. I am still heavily involved in the program, and returned to the board after a one-year absence in 2010. Chess for Success is a nonprofit charity that uses chess to teach study skills to elementary- and middle-school children in Title I schools . From 2007 to the present, I have been on the Board of Literary Arts, which sponsors the Oregon Book Awards, the Writers in the Schools program, and Portland Arts and Lectures."
9780060199661,"Barbara Kingsolver grew up in rural Kentucky and earned degrees in biology from DePauw University and the University of Arizona before becoming a freelance writer and author. At various times in life she has lived in England, France, and the Canary Islands, and has worked in Europe, Africa, Asia, Mexico, and South America. She spent two decades in Tucson, Arizona, before moving to southwestern Virginia where she currently resides. 
Her fifteen books include short stories, essay collections, poetry, and seven novels. In the first decade of the new millennium, following her well-known work The Poisonwood Bible, she published two novels (prior to this one) and three non-fiction books including Animal, Vegetable, Miracle, a narrative of her family’s locavore year that helped launch a modern transition in America’s food culture. Kingsolver’s work has been translated into more than two dozen languages, and has been adopted into the core literature curriculum in high schools and colleges throughout the nation.
Kingsolver was named one the most important writers of the 20th Century by Writers Digest. In 2000 she received the National Humanities Medal, our country’s highest honor for service through the arts. Critical acclaim for her books includes multiple awards from the American Booksellers Association and the American Library Association, among many others. The Poisonwood Bible was a finalist for the Pulitzer Prize and the Orange Prize, and won the national book award of South Africa, before being named an Oprah Book Club selection. Animal, Vegetable, Miracle won numerous prizes including the James Beard award. The Lacuna won Britain’s prestigious Orange Prize for Fiction in 2010, and last year she was awarded the Dayton Literary Peace Prize for the body of her work.
In 1998, Kingsolver established the Bellwether Prize for fiction, the nation’s largest prize for an unpublished first novel, which has helped to establish the careers of more than a half dozen new literary voices. Through a recent agreement the prize has now become the PEN / Bellwether Prize for Socially Engaged Fiction.
Barbara has two daughters, Camille and Lily. Her husband, Steven Hopp, teaches environmental studies. Since June 2004, Barbara and her family have lived on a farm in southern Appalachia, where they raise an extensive vegetable garden and Icelandic sheep."
9780060200503,"Aliki is the author and illustrator of more than fifty books for children that are treasured by readers all over the world. Her many well-loved titles include My Visit to the Zoo, My Visit to the Aquarium, My Visit to the Dinosaurs, Wild and Woolly Mammoths, Tabby, and Those Summers. Aliki lives near the Globe theater, in London, England.
In Her Own Words...""Aliki grew up in Philadelphia in a big Greek family where everyone was busy creating and sharing their activities. She knew from the time she was in kindergarten that she wanted to bean artist, although music was also a natural talent. She was encouraged throughout her early life by her parents and by teachers she will never forget.""She graduated from the Philadelphia Collegeof Art and started a career in advertising art. After she married Franz Brandenberg, Aliki continued her career in his country, Switzerland, where they lived for three years. It was there that she wrote and illustrated her first book, The Story of William Tell, which was published in England. When they moved to New York, Aliki wrote and illustrated My Five Senses--the book that changed the direction of her career and her life.
Although she had never thought of being a writer, Aliki has been making books ever since. Children's books, she says, are a combination of two things I love: words and pictures. I also love the privacy of books--both reading them and making them. Aliki writes fiction, in which she can express her feelings, and nonfiction research books about subjects she's interested in and wants to know more about. Each book is a new challenge; each is different, she says. The subject directs the way I illustrate a book, the same way friends bring out different parts of us. The challenge is to get the words right and then to make pictures that expand and enhance their meaning.""""Besides her own books, Aliki has illustrated many written by Franz Brandenberg and other authors. Her two children are also in the arts. Jason is a filmmaker and Alexa is a children's book author-illustrator. They appear in almost all of her books as cats, mice, or themselves. 
Aliki loves music, theater, cinema, museums, children, her cat, Nefertiti, and working in her garden in London, where she lives. She travels frequently to the U.S., Greece, Switzerland, and other parts of the world, though most of the time she is alone in her studio with the books she is working on--and Mozart.""Aliki is the author and illustrator of more than fifty books for children that are treasured by readers all over the world. Her many well-loved titles include My Visit to the Zoo, My Visit to the Aquarium, My Visit to the Dinosaurs, Wild and Woolly Mammoths, Tabby, and Those Summers. Aliki lives near the Globe theater, in London, England.
In Her Own Words...""Aliki grew up in Philadelphia in a big Greek family where everyone was busy creating and sharing their activities. She knew from the time she was in kindergarten that she wanted to bean artist, although music was also a natural talent. She was encouraged throughout her early life by her parents and by teachers she will never forget.""She graduated from the Philadelphia Collegeof Art and started a career in advertising art. After she married Franz Brandenberg, Aliki continued her career in his country, Switzerland, where they lived for three years. It was there that she wrote and illustrated her first book, The Story of William Tell, which was published in England. When they moved to New York, Aliki wrote and illustrated My Five Senses--the book that changed the direction of her career and her life.
Although she had never thought of being a writer, Aliki has been making books ever since. Children's books, she says, are a combination of two things I love: words and pictures. I also love the privacy of books--both reading them and making them. Aliki writes fiction, in which she can express her feelings, and nonfiction research books about subjects she's interested in and wants to know more about. Each book is a new challenge; each is different, she says. The subject directs the way I illustrate a book, the same way friends bring out different parts of us. The challenge is to get the words right and then to make pictures that expand and enhance their meaning.""""Besides her own books, Aliki has illustrated many written by Franz Brandenberg and other authors. Her two children are also in the arts. Jason is a filmmaker and Alexa is a children's book author-illustrator. They appear in almost all of her books as cats, mice, or themselves. 
Aliki loves music, theater, cinema, museums, children, her cat, Nefertiti, and working in her garden in London, where she lives. She travels frequently to the U.S., Greece, Switzerland, and other parts of the world, though most of the time she is alone in her studio with the books she is working on--and Mozart."""
9780060204105,"Byron Barton is the creator of many picture books for young children, including My Car, Building a House, and Little Red Hen."
9780060220730,
9780060233969,
9780060236229,
9780060236298,
9780060241490,
9780060242305,
9780060245665,
9780060252717,
9780060261559,
9780060261801,
9780060268565,
9780060270476,
9780060274771,
9780060278427,
9780060280512,
9780060280604,
9780060280758,
9780060280833,
9780060281359,
9780060281892,
9780060282288,
9780060283155,
9780060283162,
9780060283247,
9780060283346,
9780060284008,
9780060284596,
9780060284602,
9780060284626,
9780060287108,
9780060287207,
9780060287238,
9780060287764,
9780060287832,
9780060289331,
9780060289355,
9780060290160,
9780060290337,
9780060291211,
9780060291235,
9780060291310,
9780060291556,
9780060292454,
9780060292751,
9780060293239,
9780060294038,
9780060294229,
9780060294601,
9780060294625,
9780060295059,"Gwendolyn Brooks (1917 - 2000) was an American poet, educator, and civil rights activist based in Chicago. Her first collection, A Street in Bronzeville (1945), was greeted with critical acclaim and a Guggenheim fellowship. Annie Allen (1949) won the Pulitzer Prize in 1950, making her the first Black person to ever claim that honor. Her only novel, Maud Martha, was published in 1953. In The Mecca (1968) was nominated for the National Book Award, the same year she was appointed Poet Laureate of Illinois, a position she held until her death in 2000. Ms. Brooks was not only an active participant in the Black arts movement of the 60s and 70s she was also a role model. Never more so than when she left a major international House in the late 1960s to join Broadside Press, an up-and-coming Black publishing company. In 1976, she became the first Black woman inducted into the American Academy of Arts and Letters; and in 1985, the first to become Library of Congress Consultant in Poetry. She also published two volumes of autobiography, books for children, and won a National Endowment for the Arts Lifetime Achievement Award. Throughout her life, she taught young writers and held numerous academic posts - she was awarded over seventy honorary degrees - and became a professor of English at Chicago State University in 1990 until her death in 2000.
In 1939, Brooks married Henry Lowington Blakely, Jr. (author of  ""Windy Place""), whom she met after joining Chicago's NAACP Youth Council. They had two children: Nora Brooks Blakely, authorpreneur and president of Brooks Permissions in Chicago, and Henry Blakely III, a web designer & digital artist. 
For more info about Gwendolyn Brooks visit us at Brooks Permissions — www.gwendolynbrooks.netFaith Ringgold was born in Harlem in 1930. She received a degree in art education from the City College of New York and was an art teacher long before she became a professional artist. She is best known for her 'painted story quilts,' some of which hang in the Solomon R. Guggenheim Museum in New York City. Tar Beach, RinggoldÕs first book for children, won the Coretta Scott King Award for illustration and was named a Caldecott Honor Book. Ringgold is now a professor of art at the University of California at San Diego. She lives in California and in New Jersey."
9780060295264,
9780060295585,"Fran Hodgkins was born in Massachusetts, the youngest of four children. As a child she loved animals and books -- especially books! The neighborhood branch library was one of her favorite haunts, and she spent hours there, reading her way through the children's collection. 
""I loved to read, and I found out during middle school that I loved to write just as much."" With the encouragement of two teachers, she decided to study journalism, although she did not have the drive to be a reporter that many of her classmates had. ""Yet in a way, journalism was the perfect choice for me, because I was terribly shy. Having to interview people for class assignments was the motivation I needed -- get over your shyness or fail the class!""
Not long after graduation, she got a job working for educational publisher Silver Burdett Ginn. There she learned a great deal about writing for children as she read excellent examples of children's literature that were used in the company's basal reading program. During this time, she published her first article for children, a piece about the Burgess Shale fossils for The Dolphin Log.
Since then, Fran has written more than 20 books for young readers. In fall 2014, The Secret Galaxy was published by Tilbury House Publishers; it went on to become a Junior Library Guild selection and part of the Bank Street Best Books for Children list. In summer 2015, Little Loon was published by Down East Books. In fall 2015, Fran's first novel, a middle-grade animal adventure in the spirit of Watership Down and the Warriors series, was published by Brattle Publishing in 2015.
Between the end of 2019 and the beginning of 2020, Fran released three new books: 
Hex: The Apprentice (the first of a trilogy)
Thump Goes the Rabbit (another Let's Read and Find Out Science book)
and
Do Puffins Ever . . . ? (a companion to Do Seals Ever?...)
Fran lives in Maine with her family and far too many pets.True Kelley has illustrated many children's books, including Hazel Nutt, Mad Scientist, winner of the Golden Duck Award for the best children's science-fiction illustrated book of the year, written by David Elliott. School Lunch is her first solo venture for Holiday House. She lives in New Hampshire."
9780060295844,
9780060295868,"Robin Ballard was born in Los Angeles, California. A graduate of The Cooper Union School of Art, she currently lives in Switzerland. She has written and illustrated many books for children including 'Zeig mir ein Tier', her first picture book in German. After an inspiring trip to Egypt, she wrote 'The Archivist', a young-adult novel set in ancient times. 'The Sage' followed as did 'The Singer', the final book in her Lost Spells of Egypt series.Robin Ballard was born in Los Angeles, California. A graduate of The Cooper Union School of Art, she currently lives in Switzerland. She has written and illustrated many books for children including 'Zeig mir ein Tier', her first picture book in German. After an inspiring trip to Egypt, she wrote 'The Archivist', a young-adult novel set in ancient times. 'The Sage' followed as did 'The Singer', the final book in her Lost Spells of Egypt series."
9780060296452,
9780060296964,"Thomas Michael Bond, CBE (born 13 January 1926) is an English author, best known for his Paddington Bear series of books. Bond was awarded a CBE in the Queen's Birthday Honours 2015.
Bio from Wikipedia, the free encyclopedia. Photo by Loz Pycock [CC BY-SA 2.0 (http://creativecommons.org/licenses/by-sa/2.0)], via Wikimedia Commons."
9780060297039,
9780060297114,"Cynthia Rylant is the author of numerous distinguished novels and picture books for young readers. In addition to her beginning-reader series: Henry and Mudge, Poppleton, and Mr. Putter and Tabby, as well as her Cobble Street Cousins early-chapter series, she is also the author of the Newbery Medal-winning Missing May, the Newbery Honor Book A Fine White Dust, and two Caldecott Honor-winning picture books.Melissa Sweet is a New York Times bestselling author and has illustrated nearly 100 children’s books. Her work ranges from board books to picture books and nonfiction titles and her collages and paintings have appeared in the New York Times, Martha Stewart Living, and for eeBoo Toys. She has received numerous awards including the Sibert Medal, NCTE's Orbis Pictus Award, as well as two Caldecott Honor awards: A River of Words: The Story of William Carlos Williams, and The Right Word: Roget and his Thesaurus, both by Jen Bryant. 
Sweet has written and illustrated four books: The New York Times Best Illustrated Carmine: A Little More Red; Tupelo Rides the Rails; The Sibert Award Winner Balloons Over Broadway: The True Story of the Puppeteer of Macy's Parade; and Some Writer! The Story of E.B.White.
Her newest book is How to Read a Book by Kwame Alexander, (June, 2019).
 Melissa lives with her husband and dogs in Portland, Maine. For more information, visit www.melissasweet.net."
9780060297572,"Lola M. Schaefer is the author of several books for children, including An Island Grows; Pick, Pull, Snap! Where Once a Flower Bloomed, an NCTE Notable Children's Book in the Language Arts; and What's Up, What's Down? She lives with her husband, Ted, in the mountains of north Georgia, where she occasionally observes the back end of a black bear, coyote, or gray fox.Barbara Bash has written and illustrated a number of books for children and adults about the natural world. She teaches workshops throughout the US, Canada and Europe exploring expressive brushwork, illustrated journaling, communication practices and the art of handwriting. 
For more information about her workshops and events visit www.barbarabash.com."
9780060297879,"Louise Erdrich is one of the most gifted, prolific, and challenging of American novelists. Her fiction reflects aspects of her mixed heritage: German through her father, and French and Ojibwa through her mother. She is the author of many novels, the first of which, Love Medicine, won the National Book Critics Circle Award and the last of which, The Round House, won the National Book Award for Fiction in 2012. She lives in Minnesota.Louise Erdrich is one of the most gifted, prolific, and challenging of American novelists. Her fiction reflects aspects of her mixed heritage: German through her father, and French and Ojibwa through her mother. She is the author of many novels, the first of which, Love Medicine, won the National Book Critics Circle Award and the last of which, The Round House, won the National Book Award for Fiction in 2012. She lives in Minnesota."
